name,category,street,contact,state,township
"Popular Plastic Industry Group Co.,Ltd. [Sogo Electrical Accessories]",Plastic Materials & Products,"165, Lanmadaw St., Middle Block,","tel: 01-2317445,tel: 01-2317446,tel: 01-2317399,tel: 09-73073014",Yangon Region,Lanmadaw(Lanmadaw)
Phyo Thit,Electronic Equipment Sales & Repair,"Nwe Ni St.,Corner of Nwe Ni 10th St.,Nga Ward","tel: 09-250366778,tel: 09-49263508",Yangon Region,North Okkalapa (North Okkalapa )
"Popular Plastic Industry Group Co.,Ltd.",Plastic Materials & Products,"744, Rm B/06/04, Lanmadaw St., Lanmadaw Plaza,","tel: 01-382805,tel: 09-5179135,tel: 01-395539,tel: 01-395839,tel: 09-2300546,tel: 01-241396",Yangon Region,Latha(Latha)
Shwe Kyal [Ko Myint Swe],Welding Equipment & Services,"D/1/134/135, Ma Lun 4th St., Industrial Zone (3),","tel: 09-73014965,tel: 09-795905691",Yangon Region,South Dagon(South Dagon)
Khaing Myittar,Wooden Products & Hardwood Shops,"1219, Hlaw Gar Rd., Ward (24),","tel: 09-5067471,tel: 09-5647286",Yangon Region,South Dagon(South Dagon)
Ko Win [U],Wooden Products & Hardwood Shops,"809/A, Myeik St., Ward (20),","tel: 09-5155836,tel: 09-777499211",Yangon Region,South Dagon(South Dagon)
Sein Yati,Welding Equipment & Services,"C/98, Kyauk Pahtoe 12th St., Industrial Zone (3),","tel: 09-31030803,tel: 09-254478522",Yangon Region,South Dagon(South Dagon)
Royal Steel,Welding Equipment & Services,"533, Lower Mingalardon Rd., Ywar Thit Bus Stop, Aung San Ward,","tel: 09-73148065,tel: 09-975583522",Yangon Region,Insein(Insein)
"Regards Engineering Co.,Ltd.",Welding Equipment & Services,"325/326, Bago St., Industrial Zone (1),","tel: 01-591085,tel: 01-592083,tel: 01-592098,tel: 09-5124800,tel: 09-798288466",Yangon Region,South Dagon(South Dagon)
Pauk [U],Welding Equipment & Services,"1 Shed, Rm 13/17, Insein Market,","tel: 09-73060503,tel: 09-421025975",Yangon Region,Insein(Insein)
Sein Myittar Family,Welding Equipment & Services,"90/A, Hlaw Gar Rd., Ward (104),","tel: 09-250007448,tel: 09-799541486",Yangon Region,South Dagon(South Dagon)
Sein Sein,Welding Equipment & Services,"1 Shed, Rm 54/55, Insein Market,","tel: 01-641678,tel: 09-73120931",Yangon Region,Insein(Insein)
Seik Kyaik,Welding Equipment & Services,"20, Maha Bandoola Rd., Ward (28),",tel: 09-795953503,Yangon Region,North Dagon(North Dagon)
Pyit Tine Htaung @ Tin Kyaing [Ko],Welding Equipment & Services,"Rm 1, Yangon-Insein Rd., Near Hlaing Yadanar Market, Ward (12),","tel: 01-519899,tel: 09-43122846,tel: 09-49276861",Yangon Region,Hlaing(Hlaing)
Mar Pearl,Wooden Products & Hardwood Shops,"380, Myit Nge St., Industrial Zone (5),","tel: 09-5188406,tel: 09-425293337",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Pwint Tun,Welding Equipment & Services,"Rm 15/16, Bo Aung Kyaw St., Ah Lin Yaung Co-operative Shop Room, Ward (9),","tel: 09-73188990,tel: 09-254254393",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Myat,VCD/DVD & Tapes Rental Services,"127, Bayint Naung Rd., Ward (51),","tel: 09-43130890,tel: 09-791946856",Yangon Region,North Dagon(North Dagon)
Myat,VCD/DVD & Tapes Rental Services,"30, Ye Yeik Thar St., Kyan Khin Su Ward,","tel: 09-31300498,tel: 09-420164314,tel: 09-253821235",Yangon Region,Mingalardon(Mingalardon)
Myat,VCD/DVD & Tapes Rental Services,"481, Nwe Ni St., Corner of Nwe Ni 3rd St.,Ga Gyi Ward,",tel: 09-450035987,Yangon Region,North Okkalapa (North Okkalapa )
Phyo Aung Kyaw,Pipes & Pumps Accessories,"245/B, Lay Daunt Kan Rd., Near Khat Cheer Bus-Stop, (Za-Gwe/North) Ward,","tel: 09-5116959,tel: 01-8572444,tel: 09-73004997",Yangon Region,Thingangyun(Thingangyun)
Mother' Son,VCD/DVD & Tapes Rental Services,"93, Seikta Thukha St., Pathein Nyunt Ward,","tel: 09-73005873,tel: 09-450015241",Yangon Region,Tarmwe(Tarmwe)
Mya Khwar Nyo,VCD/DVD & Tapes Rental Services,"1079, Rm 5, Sat San Htun St., Corner of Nyaung Oo Phee St.,Ward (1),",tel: 09-254117416,Yangon Region,East Dagon(East Dagon)
Tun Myittar,Grinding Mills,"167, Lanmadaw St., Middle Block,","tel: 01-2317131,tel: 01-251008,tel: 01-251137",Yangon Region,Lanmadaw(Lanmadaw)
Toe Electric,Welding Equipment & Services,"Rm 4,Chin Dwin St.,Industrial Zone (2)","tel: 01-594110,tel: 09-73198584,tel: 09-5129672,tel: 09-785042950",Yangon Region,South Dagon(South Dagon)
"Thein Nyi Naung Mfg Co.,Ltd.",Warehouses [Wheat],"J/21-A, Ar Thaw Ka St., Bayint Naung Warehouses,","tel: 01-682347,tel: 01-681904,tel: 09-5102216",Yangon Region,Mayangone(Mayangone)
Mya Khwar Nyo,VCD/DVD & Tapes Rental Services,"19, Mya Thida St., Kyun Taw (North) Ward,","tel: 01-704501,tel: 09-73003682",Yangon Region,Sanchaung(Sanchaung)
Than Myint [U],Welding Equipment & Services,"192, Yangon-Insein Rd., Corner of Aung Khay Mar St.,Ward (2),","tel: 09-32241626,tel: 09-30385901",Yangon Region,Mayangone(Mayangone)
Win Yadanar,Warehouses [Wheat],"D/59, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680494,tel: 01-681269,tel: 09-5128100,tel: 01-229430 [Res]",Yangon Region,Mayangone(Mayangone)
Lewe,Wooden Products & Hardwood Shops,"3/4, P Moe Ninn St., Ward (5),","tel: 09-73442443,tel: 09-8302129",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Raja & Sons,Electrical Goods Repair,"28/B, Bo Yar Nyunt St., Yaw Min Gyi Ward,","tel: 09-250150440,tel: 09-975821752",Yangon Region,Dagon(Dagon)
Tint Lwin [U],Welding Equipment & Services,"72,Lan Thit Rd.,Nant Thar Gone Ward",tel: 09-5147949,Yangon Region,Insein(Insein)
Taw Win,Welding Equipment & Services,"Oakkyin Butar Yon St.,Ward (15)",tel: 09-31570831,Yangon Region,Hlaing(Hlaing)
Rozi,Electrical Goods Sales,"Rm 38, Padonmar Pan Chan St., Padonmar Park Shop Room, Shin Saw Pu Ward,",tel: 09-5156238,Yangon Region,Sanchaung(Sanchaung)
Movice,VCD/DVD & Tapes Rental Services,"83, Aung Theiddi St., Ward (3),",tel: 09-254204817,Yangon Region,Mayangone(Mayangone)
Rainbow,Building Materials,"Bldg 201, Rm 8, Yan Shin St., Ward (3),","tel: 01-550701,tel: 09-254111445,tel: 09-8762045",Yangon Region,Yankin(Yankin)
Pyone Cho,Electrical Goods Sales,"22/B, Myay Nu St., Myae Ni Gone (North) Ward,","tel: 09-5142506,tel: 09-421170123,tel: 09-73080317",Yangon Region,Sanchaung(Sanchaung)
Arkar,Refrigerators & Freezers Sales & Services,"175,Bo Aung Kyaw St.,Lower Middle Block","tel: 01-256947,tel: 09-73077263",Yangon Region,Kyauktada(Kyauktada)
Air King,Refrigerators & Freezers Sales & Services,"651, May Darwi Rd., Sa Lein Ward,","tel: 09-440199280,tel: 09-972302981",Yangon Region,North Okkalapa (North Okkalapa )
Pyi Thin Kyaw,Cleaning Equipment,"3 Shed, Rm 5/6, Pearl 6th St., Sawbwargyi Gone Warehouses,","tel: 01-646525,tel: 09-5088217,tel: 09-261204466,tel: 09-793088217",Yangon Region,Insein(Insein)
Queen,Soft Drinks/Juices & Beverages,"21, Rm 3, Yaw Min Gyi St., Yaw Min Gyi Ward,",tel: 01-240826,Yangon Region,Dagon(Dagon)
A-N-T,Refrigerators & Freezers Sales & Services,"151, Yangon-Insein Rd., Ward (2),","tel: 09-420165637,tel: 09-33803035",Yangon Region,Mayangone(Mayangone)
Lin Phone San,Wooden Products & Hardwood Shops,"268, Bayint Naung Rd., Ward (10),","tel: 09-73054594,tel: 09-252075129,tel: 09-799732328,tel: 09-253681499",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Air Conditions Care Group,Refrigerators & Freezers Sales & Services,"465, Nga Moe Yeik 5th St., Nga Moe Yeik Ward,","tel: 09-258622118,tel: 09-795626260",Yangon Region,Thingangyun(Thingangyun)
200,Refrigerators & Freezers Sales & Services,"200, Seikkanthar St., Upper Middle Block,","tel: 01-252275,tel: 09-450022637,tel: 09-5079743,tel: 09-31286334",Yangon Region,Kyauktada(Kyauktada)
Ah Mae Thar,Refrigerators & Freezers Sales & Services,"23, Byamaso Rd., Corner of Zar Ga 16th St.,Ward (4),",tel: 09-421007879,Yangon Region,South Okkalapa (South Okkalapa )
Quality,Electrical Goods Sales,"90, Kyun Taw Rd., Kyun Taw (Mid) Ward,",tel: 09-31058960,Yangon Region,Sanchaung(Sanchaung)
Asahi Sangyo Kaisha Ltd.,Washing Machines Sales & Repair,"170/179,Rm 709,7th Flr,Bo Aung Kyaw St.,MGW Centre",tel: 01-256520,Yangon Region,Botahtaung(Botahtaung)
3 Star,Refrigerators & Freezers Sales & Services,"425, Bayint Naung Rd., Nawarat Clinic Shop Room, Ward (8),","tel: 09-420241654,tel: 09-420292536",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
T.M.T Trading,Welding Equipment & Services,"Bldg F/S/9, Bayint Naung Rd., Shwe Marlar Yeikmon,","tel: 01-515132,tel: 01-515204",Yangon Region,Kamayut(Kamayut)
Soe Kyi [U],Welding Equipment & Services,"76, Pan Hlaing St., Industrial Zone (2),","tel: 09-5066242,tel: 09-253834283",Yangon Region,South Dagon(South Dagon)
Shwe Pyi Hein,Welding Equipment & Services,"1 Shed, Rm 18, Insein Market,",tel: 09-421067981,Yangon Region,Insein(Insein)
Pyan Hlwar,Electrical Goods Sales,"4/A, Parami Rd., Near Chaw Dwin Gone Junction, Ward (10),","tel: 01-663329,tel: 01-650522,tel: 01-657901,tel: 09-250528828",Yangon Region,Mayangone(Mayangone)
Pyae Sone,Building Materials,"1196/A, Hlaw Gar Rd., Ward (70),","tel: 09-250642788,tel: 09-254391404,tel: 09-448017193,tel: 09-5053911",Yangon Region,South Dagon(South Dagon)
Snow King,Washing Machines Sales & Repair,"298/A, Khay Mar Thi Rd., Ga Gyi Ward,","tel: 09-33322397,tel: 09-5505967",Yangon Region,North Okkalapa (North Okkalapa )
Sun Light,Washing Machines Sales & Repair,"618, Tha Khin Ba Sein St.  , Ward (28),",tel: 09-73030035,Yangon Region,North Dagon(North Dagon)
Pyi Hein Soe,Building Materials,"28/Ma, Min Gyi Rd., Near High Park Bus Stop, Taung Thu Gone Ward,",tel: 09-30385296,Yangon Region,Insein(Insein)
"Summit Goal Co.,Ltd. [Head Office]",Welding Equipment & Services,"15/B,De Pe` Yinn Wun Htauk U Mye` St.,Industrial Zone (1)","tel: 01-684226,tel: 01-684227,tel: 01-680890,tel: 09-420011196",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Royal,Washing Machines Sales & Repair,"828, U Wisara Rd., Ward (34),","tel: 09-421054044,tel: 09-253226988,tel: 09-799170477",Yangon Region,North Dagon(North Dagon)
SKK,Washing Machines Sales & Repair,"117, Maha Thukhitar St., Gyoh Gone (East) Ward,","tel: 09-421063394,tel: 09-260231415",Yangon Region,Insein(Insein)
Saw Yin [Daw],Building Materials,"27, Lay Daunt Kan Rd., Lay Daunt Kan Ward,","tel: 01-579582,tel: 09-798436579",Yangon Region,Thingangyun(Thingangyun)
Saydanar,Electrical Goods Sales,"52, Yae Kyaw St.,","tel: 09-73125368,tel: 09-250801824",Yangon Region,Pazundaung(Pazundaung)
"SDB General Trading Co.,Ltd.",Export & Import Companies,"Rm 8, Anawrahta Rd., Anawrahta Housing,","tel: 01-295648,tel: 09-5005271,tel: 09-965005271",Yangon Region,Pazundaung(Pazundaung)
Sann Thit,Electrical Goods Sales,"503/A, Anawrahta Rd., Ward (20),","tel: 09-799747247,tel: 09-440064584",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Sow,Welding Equipment & Services,"10 Shed, Rm 94, Bayint Naung Market,",tel: 09-421008447,Yangon Region,Mayangone(Mayangone)
"Singa Systems Co.,Ltd.",Welding Equipment & Services,"Bldg C/1, Rm 203, Bo Hmu Ba Htoo Rd., Bo Hmu Ba Htoo Housing,",tel: 09-779727097,Yangon Region,North Dagon(North Dagon)
Saydanar,Electric Motors & Dynamo Sales & Repair,"40, 123th St., Tha Pyay Gone Ward,",tel: 09-420063192,Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Wa Thar,Welding Equipment & Services,"408, Kyan Sit Thar St., Near Kyaung Shae Bus Stop, Ward (26),",tel: 09-250740054,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Sar Kalay,Electrical Goods Sales,"165, Bagan St., Ward (53),",tel: 09-979293132,Yangon Region,South Dagon(South Dagon)
Saydanar Shin,Electrical Goods Sales,"21/B, 108th St., Mingalar Taung Nyunt Ward,","tel: 09-260099987,tel: 01-205844",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Tun Family,Welding Equipment & Services,"70, Bo Ba Htoo St., Ward (2),",tel: 09-979312569,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Tun,Welding Equipment & Services,"Rm 43, Kyun Shwe Wah St., B.E.H.S (4) Shop Room, Lay Daunt Kan Ward,","tel: 09-420059935,tel: 09-421095191,tel: 09-421108222,tel: 09-799963039,tel: 09-799966387",Yangon Region,Mingalardon(Mingalardon)
True Star,Welding Equipment & Services,"584, Shwe Li St., Industrial Zone (2),","tel: 09-5505054,tel: 09-5099451",Yangon Region,South Dagon(South Dagon)
"Weldro Welding Products [Janitraflex Co.,Ltd.] [Showroom]",Welding Equipment & Services,"3/4, Pyi Htaung Su Rd., Industrial Zone (3),","tel: 09-73022238,tel: 09-73036561,tel: 09-73035301",Yangon Region,South Dagon(South Dagon)
Win Nyi Naung,Welding Equipment & Services,"D-1/300, Pazundaung Set Hmu St., Industrial Zone (3),","tel: 09-5068635,tel: 09-5099375",Yangon Region,South Dagon(South Dagon)
Tun Familiy,Welding Equipment & Services,"Rm D/1/164,Ma Lun 2nd St.,Industrial Zone (3)","tel: 09-5164704,tel: 09-73001825",Yangon,South Dagon(South Dagon)
Pi [U] Mg Mg Thein & Sons,Washing Machines Sales & Repair,"7/A, Myin Taw Thar Rd., Ward (4-North),","tel: 01-553167,tel: 09-73085170,tel: 09-73152895,tel: 09-49331851",Yangon Region,Thaketa(Thaketa)
WeldRo,Welding Equipment & Services,"3/4,Pyi Htaung Su Rd.,Industrial Zone(2)","tel: 09-73022238,tel: 09-73035301,tel: 09-73036561",Yangon,South Dagon(South Dagon)
Sann Thawdar Tun,Electrical Goods Sales,"139, Rm 10, Bayint Naung Rd., Ward (2),","tel: 09-450050962,tel: 09-785918072",Yangon Region,Hlaing(Hlaing)
Tun Tauk,Welding Equipment & Services,"478, Maha Myaing St., Ward (9),",tel: 09-73128712,Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Panda,Washing Machines Sales & Repair,"32/A,Daw Thein Tin St.,Kan Daw Kalay (North) Ward",,Yangon,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Phyo [Ko],Washing Machines Sales & Repair,"1050, Htuparyon 5th St., Htu Par Yon Ward (1),","tel: 09-43121362,tel: 09-250678942",Yangon Region,Thaketa(Thaketa)
"Natron [Myanmar] Trading Co.,Ltd.",Washing Machines Sales & Repair,"993, Thu Mingalar Rd., Ward (4),","tel: 01-2333194,tel: 09-253021622",Yangon Region,South Okkalapa (South Okkalapa )
Zabu Hein,Welding Equipment & Services,"1 Shed, Rm 15/16, Insein Market,","tel: 09-73210866,tel: 09-448035424",Yangon Region,Insein(Insein)
Sann Nay Lin,Electrical Goods Sales,"65, Kyaung Kone 2nd St., Ward (7),","tel: 09-421147993,tel: 09-73219129",Yangon Region,Hlaing(Hlaing)
Mr. Air,Washing Machines Sales & Repair,"60/70, Ngu War St., Saw Yan Paing (South) Ward,","tel: 09-73052628,tel: 09-425026380",Yangon Region,Ahlone(Ahlone)
Sein Thone Lone,Electrical Goods Sales,"309/A, Bo Aung Kyaw St., Near 6 Tha Ma Bus Stop, Ward (13),",tel: 09-5185444,Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Sein Kabar,Electrical Goods Sales,"225, Upper Kyee Myin Daing Rd., Thar Du (East) Ward,","tel: 01-503770,tel: 09-5188938",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Sann Yadanar,Building Materials,"Rm 26/27, Oak Pon Seik St., Nawaday Sports Ground, Ward (5),","tel: 09-250029464,tel: 01-663767",Yangon Region,Mayangone(Mayangone)
Sein Family,Building Materials,"256, Baho Rd., Kyun Taw (South) Ward,","tel: 01-505919,tel: 09-5159712",Yangon Region,Sanchaung(Sanchaung)
Sein Hnit Lone,Bronze & Iron Wares,"786, Bayint Naung Rd., Ward (11),","tel: 01-610343,tel: 09-36119944",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Seven & Eleven,Plastic Materials & Products,"2617, Hlaw Gar Rd., Near ('222) Bustop Gate Sone, Ward (71),","tel: 09-73110443,tel: 09-777278100",Yangon Region,South Dagon(South Dagon)
YT,Welding Equipment & Services,"1184, Kwan Art Thar Min Thar St., Ward (90),","tel: 09-250005799,tel: 09-254180365",Yangon Region,Dagon Seikkan(Dagon Seikkan)
Tri One,Welding Equipment & Services,"Rm D/1/111, Ma Lun 2nd St., Industrial Zone (3),","tel: 09-5031420,tel: 09-252512490",Yangon Region,South Dagon(South Dagon)
"Yong Power Int'l Co.,Ltd.",Welding Equipment & Services,"Bldg D, Rm 4/5, Thiri Yadanar Retail/Wholesale Market,","tel: 09-253041627,tel: 09-253041628",Yangon Region,North Okkalapa (North Okkalapa )
Aung Thae,Refrigerators & Freezers Sales & Services,"Rm 16, Khay Mar Thi Rd., Ta Ta Lin Cheik Ward,","tel: 09-428121362,tel: 09-5177262",Yangon Region,North Okkalapa (North Okkalapa )
Seik Tine Kya,Electronic Equipment Sales & Repair,"12, U Wisara Rd., Ward (42),",tel: 09-5129814,Yangon Region,North Dagon(North Dagon)
Aung Khant Paing,Refrigerators & Freezers Sales & Services,"197, Mingalar St., Ward (13),","tel: 09-254609124,tel: 09-795958405",Yangon Region,South Okkalapa (South Okkalapa )
YSL [Young Schoolars League Welding Supply Ltd.],Welding Equipment & Services,"128/130,1st Flr,Maha Bandoola Rd.",,Yangon,Pazundaung(Pazundaung)
Sein Brother,Grinding Mills,"C/261, Zaung Tu St., Industrial Zone (3),","tel: 09-5198574,tel: 09-73042050,tel: 09-450019439,tel: 09-73244103,tel: 01-591858,tel: 01-591855 Ext.5107",Yangon Region,South Dagon(South Dagon)
Asia Engineering Group,Refrigerators & Freezers Sales & Services,"Rm 6,Gyo Phyu St.,Hpa-Sa-Pa-La Housing",,Yangon,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Aung,Refrigerators & Freezers Sales & Services,"62, Taw Win St., Bawga Ward,","tel: 09-250355278,tel: 09-420028287,tel: 09-73078447,tel: 09-450053794",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Aung,Refrigerators & Freezers Sales & Services,"Mya Yadanar St., Between Mya Yadanar 1st St. and Mya Yadanar 2nd St.,Kha Ward,","tel: 09-781738698,tel: 09-425022446",Yangon Region,North Okkalapa (North Okkalapa )
Shwe Eain,Cement,"158, Bargayar Rd., Infront Of Sanchaung Fire Station, Sanchaung (North) Ward,","tel: 01-502743,tel: 09-31427055,tel: 09-797922285",Yangon Region,Sanchaung(Sanchaung)
Shu Khin Thar,Electrical Goods Sales,"Bldg B/12, Rm 001, G Flr, Shukhin Thar Myo Patt Rd., Shu Khinn Thar Housing,","tel: 09-5063640,tel: 09-776570012",Yangon Region,Thaketa(Thaketa)
Shine Htet Hein,Building Materials,"1198, Rm 2/3, Yarza Di Yit Rd., Ward (7),","tel: 09-420056386,tel: 09-420101415,tel: 09-31466894",Yangon Region,East Dagon(East Dagon)
Shine,Electrical Goods Sales,"74/B, San Chaung St., Sanchaung (North) Ward,","tel: 09-73028775,tel: 09-73790993,tel: 09-5026753",Yangon Region,Sanchaung(Sanchaung)
Shwe,Building Materials,"1/2, Hlaing River Rd., Infront Of Fire Station, Zay Gone (West) Ward,","tel: 01-641578,tel: 01-703632,tel: 09-73007442,tel: 09-5001383,tel: 09-5000774",Yangon Region,Insein(Insein)
Shine,Electrical Goods Sales,"6/8, Rm 003, Upper Pazundaung Rd.,","tel: 09-5076344,tel: 09-73084942",Yangon Region,Pazundaung(Pazundaung)
Young Scholars League Welding Supply Ltd. [YSL],Welding Equipment & Services,"10/A, Bogalay Zay St., Lower Block,","tel: 01-700732,tel: 01-200133,tel: 01-392216,tel: 09-30007738,tel: 09-795767350",Yangon Region,Botahtaung(Botahtaung)
Shine,Electrical Goods Sales,"15, Shukhin Thar St., Shwe Pin Lon Housing,","tel: 01-583258,tel: 09-250505638,tel: 09-790210145",Yangon Region,North Dagon(North Dagon)
"Young Power Electric [Young Power Int'l Co.,Ltd.]",Welding Equipment & Services,"17, Pyi Htaung Su Rd., Infront Of Ma Ya Ka Office, Ward (24),","tel: 01-590787,tel: 01-8100036,tel: 09-5187541,tel: 09-73162588,tel: 09-73244895",Yangon Region,South Dagon(South Dagon)
Seven Star,Building Materials,"429, Lower Pazundaung Rd.,","tel: 01-203559,tel: 09-785187588",Yangon Region,Pazundaung(Pazundaung)
KMK Engineering Group,Washing Machines Sales & Repair,"9, Mani May Khalar St., Ma Gyee Dan (South-West) Ward,","tel: 09-5008418,tel: 09-795008418,tel: 09-73003729",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Shan Ma Lay,Decorators & Decorating Materials,"247/B, Myin Taw Thar Rd., Infront Of MPPE Station, Man Pyay Ward (3),","tel: 09-400046223,tel: 09-420182789,tel: 09-795177990",Yangon Region,Thaketa(Thaketa)
Shin Thant,Electrical Goods Sales,"7, Pauk Kan St., Shwe Paukkan Ward (21),","tel: 09-420294535,tel: 09-449013551",Yangon Region,North Okkalapa (North Okkalapa )
Uni,Washing Machines Sales & Repair,"1226,Nay Myo Thura St.,Myittar Nyunt Ward","tel: 09-73067971,tel: 09-250144596",Yangon,Tarmwe(Tarmwe)
"Yangon HRK Industry & Trading Co.,Ltd.",Welding Equipment & Services,"Bldg N, Rm 57, Thiri Yadanar Retail/Wholesale Market,",tel: 09-440478336,Yangon Region,North Okkalapa (North Okkalapa )
"Yaung Power Int'l Co.,Ltd.",Welding Equipment & Services,"180/A, 1st Flr, Maha Bandoola Rd.,","tel: 01-590787,tel: 01-8100036",Yangon Region,Pazundaung(Pazundaung)
Aung Myint Moh,Refrigerators & Freezers Sales & Services,"317, Maha Bandoola Rd., Sea Green Tower,","tel: 09-262229962,tel: 09-8617854,tel: 09-43201847",Yangon Region,Botahtaung(Botahtaung)
OK [U Kyu Family],Warehouses [Wheat],"D/32/33, Aung Tha Pyay St., Bayint Naung Warehouses,","tel: 01-680470,tel: 09-5128361,tel: 01-680472,tel: 01-682689,tel: 01-686591",Yangon Region,Mayangone(Mayangone)
Aung,Refrigerators & Freezers Sales & Services,"102, 7th Zay St., Corner of Shukhin Thar Myo Patt Rd.,Ward (10-South),","tel: 09-251078630,tel: 09-73171656,tel: 09-31051909",Yangon Region,Thaketa(Thaketa)
Shwe Lin Hlyan,Electrical Goods Sales,"61, Old Yae Tar Shae Rd., Shwe Nanthar Ward,",tel: 09-43087174,Yangon Region,Bahan(Bahan)
"Htun Myittar [Htun Padaethar Industries & Trading Co.,Ltd.]",Glue [Manu/Dist],"E/27, Yae Tamar St., Bayint Naung Warehouses,","tel: 01-680102,tel: 01-703652",Yangon Region,Mayangone(Mayangone)
Yè Win [U],Welding Equipment & Services,"202, Oak Pon Seik 1st St., North Okkalapa Bridge, Ward (8),",tel: 09-32374289,Yangon Region,Mayangone(Mayangone)
Shwe Hlaing Bwar,Electrical Goods Sales,"12, Kyan Sit Thar St., Ward (26),","tel: 09-450013511,tel: 09-73211331",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Shwe Laik Pyar,Food Stalls,"Bldg 2,Rm 004,Aung Zeya St.,Aung Zeya Housing",,Yangon,Insein(Insein)
Golden Modern,Refrigerators & Freezers Sales & Services,"819, Bagan Rd., Near 103 Bus Stop, Shwe Paukkan Ward (12),","tel: 09-31319363,tel: 09-254880776,tel: 09-452974655",Yangon Region,North Okkalapa (North Okkalapa )
Hla Myint [Ko],Refrigerators & Freezers Sales & Services,"Rm 3, Bo Hmu Ba Htoo Rd., Ward (43),",tel: 09-421050829,Yangon Region,North Dagon(North Dagon)
Shwe Hanthar [U Wa Gyi],Machinery & Spare Parts Dealers,"12, Bayint Naung Yeikthar 1st St., Myo Thit (Ka/Kha) Ward,","tel: 09-5045720,tel: 09-421089150",Yangon Region,Insein(Insein)
Kyu [U] [Family],Warehouses [Wheat],"490, Khay Mar Thi Rd., Ga Nge Ward,",tel: 09-253209944,Yangon Region,North Okkalapa (North Okkalapa )
Win Tun,Welding Equipment & Services,"66, Lay Daunt Kan Rd., Lay Daunt Kan Ward,","tel: 09-5174921,tel: 09-5068781,tel: 09-448002607",Yangon Region,Thingangyun(Thingangyun)
Dana Myay,Interior Decoration Materials & Services,"Aung See Gone Pagoda St.,Near Kyaung Gyi Dhamar Yone,Kyaung Gyi Ward","tel: 09-73007045,tel: 09-254999171",Yangon Region,Mingalardon(Mingalardon)
Zone,Welding Equipment & Services,"Rm 4, Inya St., Industrial Zone (2),","tel: 01-594152,tel: 09-5135059",Yangon Region,South Dagon(South Dagon)
Heaven Ice,Refrigerators & Freezers Sales & Services,"20, Yone Gyi St., Oh Bo Ward,","tel: 09-49229671,tel: 09-256198303",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Zaw Zaw Aung,Welding Equipment & Services,"Pyay Rd.,Near 51 Buses Gate Compound,Pyi Daw Thar Ward","tel: 09-43154046,tel: 09-252649246",Yangon Region,Mingalardon(Mingalardon)
Shwe Kyal Ngar Pwint,Building Materials,"Rm 4/5, Magwe St., Near Waziyar Cinema Hall, Si Pin Compound, Ward (8),","tel: 09-5302151,tel: 01-642672,tel: 01-646646",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Naing Lin Aye Steel Shafts Trading,Boat Equipment & Accessories,"C/268/269, Htone Bo St., Industrial Zone (3),","tel: 09-5125822,tel: 01-590609,tel: 01-590623,tel: 09-8628090",Yangon Region,South Dagon(South Dagon)
Five Star,Refrigerators & Freezers Sales & Services,"Rm 8, Than Thu Mar Rd., Ward (15),","tel: 01-707764,tel: 09-420042032,tel: 09-73146008,tel: 09-43051580",Yangon Region,South Okkalapa (South Okkalapa )
Zaw Gyi,Welding Equipment & Services,"916/A, Bayint Naung Rd., Corner of Aung Sit Thi St.,Ward (11),","tel: 09-421027158,tel: 01-611773",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
Golden Crown,Refrigerators & Freezers Sales & Services,"1244, Rm 2, Thitsar Rd., Corner of Than Thu Mar Rd.,Near Sit Hmu Htan Haung Shop Room, Ward (7),","tel: 09-5088820,tel: 09-73156231",Yangon Region,South Okkalapa (South Okkalapa )
Future Cool,Refrigerators & Freezers Sales & Services,"1186, Let We Min Din St., Myittar Nyunt Ward,","tel: 09-421018706,tel: 09-252296238,tel: 09-254875932",Yangon Region,Tarmwe(Tarmwe)
Father's Son,Refrigerators & Freezers Sales & Services,"742, Marlar Nwe St., Myittar Nyunt Ward,","tel: 09-450117755,tel: 09-253545390,tel: 09-970304028",Yangon Region,Tarmwe(Tarmwe)
