contact,name,category,township,street,state
"tel: 01-211944,tel: 01-211955,tel: 01-222720,tel: 01-229315","Sri Asia Tourism Co.,Ltd. [Yangon Express Travel Co.,Ltd.]",Pilgrimage Tours,Lanmadaw(Lanmadaw),"44, Lan Thit St., Lower Block,",Yangon Region
"tel: 09-402616464,tel: 09-782222250,tel: 09-797537607,tel: 09-452222120",Demon,Phone Prepaid Card Suppliers,Latha(Latha),"35, 1st Flr, Latha St., Lower Block,",Yangon Region
"tel: 09-43095510,tel: 09-253226767",Soe Family,Pilgrimage Tours,Tarmwe(Tarmwe),"37/B, 156th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Yangon Region
"tel: 09-250414369,tel: 09-261800449,tel: 09-795353008",Shwin Pyaw Pyaw,Pilgrimage Tours,Thaketa(Thaketa),"57, Yan Pyay 15th St., Yan Pyae Ward (3),",Yangon Region
"tel: 09-421007800,tel: 09-421007936,tel: 01-577322,tel: 09-73001667",Shwin Pyaw Pyaw,Pilgrimage Tours,South Okkalapa (South Okkalapa ),"140, Parami Rd., Ward (4),",Yangon Region
tel: 09-963415100,Min Thuta Aung,Phone Prepaid Card Suppliers,North Okkalapa (North Okkalapa ),"807/B, Hnin Si 1st St., Hta Wun Bae Ward,",Yangon Region
"tel: 01-377748,tel: 09-421112821,tel: 09-5039265","Shwe Yaung Kha Co.,Ltd.",Pilgrimage Tours,Kyauktada(Kyauktada),"207, 1st Flr, Seikkanthar St., Upper Middle Block,",Yangon Region
"tel: 01-298678,tel: 01-295679",Mingalar Pharmacy,Pharmacy Shops [Traditional],Pazundaung(Pazundaung),"91/93, Bogyoke Aung San Rd.,",Yangon Region
"tel: 09-31815390,tel: 09-792298138,tel: 09-31815395,tel: 09-792432296",Su Pyae,Pilgrimage Tours,Hlaing(Hlaing),"23, 8th St., Ward (2),",Yangon Region
"tel: 09-421755497,tel: 09-33393696,tel: 09-780007809",Shwe Sakawar,Pilgrimage Tours,Mayangone(Mayangone),"97, Tapin Shwe Htee St., Ward (1),",Yangon Region
"tel: 09-2020603,tel: 09-43140148",Sein Pwint,,,"1,Thazin-E Shed,Zaycho,",Chan Aye Thar Zan
"tel: 09-73240431,tel: 01-240600 Ext.4706",San U Aung,,,"Rm C/255, Underground, D Shed, Thein Gyi Market, Ward (8),",Latha
"tel: 09-33455182,tel: 09-254079361",Aung Theikdi Aung,,၄၁လမ္း ႏွင့္ ၄၂လမ္း ၾကား၊ ၆၈လမ္း ႏွင့္ ၆၉လမ္း ၾကား၊ မဟာၿမိဳင္(၁)၊,"Bet; 41 St. and 42 St. & Bet; 68 St. and 69 St., Maha Myaing (1),",Maha Aung Myay
,Silver Star Travel,Pilgrimage Tours,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Bldg 11,Rm 15,1st Flr,Gyo Phyu St.,Hpa-Sa-Pa-La Housing",Yangon
"tel: 01-388397,tel: 09-73077968",Kaday Htay,Pharmacy Shops [Traditional],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"55, 101th St., Phoh Myay Ward,",Yangon Region
"tel: 09-73220088,tel: 09-73491166",Elite Tech [Yankin & South Okkalapa District Office],Phone Prepaid Card Suppliers,South Okkalapa (South Okkalapa ),"333,Thu Mingalar Rd.,Ward (7)",Yangon Region
"tel: 09-785577913,tel: 09-785577914",Myanmar Pah Sein,,စက္မႈဇုန္(၁)၊,"161-A, Industrial Zone (1), Pun Hlaing Golf Estate St,",Hlaing Thar Yar
"tel: 09-5109768,tel: 09-5081318,tel: 01-9000784,tel: 09-73095139","Shwe Taw Win Service Co.,Ltd.",Pilgrimage Tours,Tarmwe(Tarmwe),"7, 147th St., Ah Yoe Gone Ward,",Yangon Region
tel: 01-382884,"Gandamar Nathe Co.,Ltd.",,,"470, A Shed, Thein Gyi Market,",Pabedan
"tel: 01-610947,tel: 09-5416195",Ko Phone,Phone Prepaid Card Suppliers,Shwe Pyi Thar(Shwe Pyi Thar),"802, Htwar Paing St., Ward (11),",Yangon Region
"tel: 09-252799911,tel: 09-5190678,tel: 09-31786000","KCSY [King Of Computer Studies, Yangon]",Phone Prepaid Card Suppliers,Kyauktada(Kyauktada),"203, 4th Flr, Maha Bandoola Garden St., Upper Middle Block,",Yangon Region
tel: 09-5074859,K2K,Phone Prepaid Card Suppliers,Thaketa(Thaketa),"740, Aung Myittar St., Ward (4-South),",Yangon Region
"tel: 09-5101136,tel: 09-5013087",Ohn Sein [U],,အမွတ္ ၅၇၊ ျမသရဖီလမ္း၊ ျမစိမ္းေရာင္စက္မႈဇုန္၊,"57, Mya Tharaphi St., Mya Sein Yaung Industrial Zone,",Hlaing Thar Yar
,"Shwe Yaung Kha Co.,Ltd.",Pilgrimage Tours,Kyauktada(Kyauktada),"212,1st Flr,Seikkanthar St.,Upper Middle Block",Yangon
"tel: 09-5074000,tel: 01-253309",Billion Balm Liquid Pharmacy,,,"69, 2nd Flr, 26th St.,  Lower Block,",Pabedan
"tel: 09-250400004,tel: 09-250977779,tel: 09-5161057,tel: 09-785161057",Htet,Phone Prepaid Card Suppliers,Hlaing Thar Yar(Hlaing Thar Yar),"1190/A, Bo Aung Kyaw St., Ward (18),",Yangon Region
"tel: 01-8603866,tel: 09-420056166",Mahabandoola,,,"177, U Chit Maung Rd., Corner of Kyaung St.,",Bahan
tel: 09-792227051,Select,,အမွတ္ ၄၅၊ ျပည္လမ္း၊ ၇ မိုင္ခဲြ၊,"45, Pyay Rd., 7½ Mile,",Mayangone
"tel: 01-2303245,tel: 01-224384",Zaw Copying Centre,,အမွတ္ ၈၅၊ (၁၄)လမ္း၊ အလယ္ဘေလာက္၊,"85, 14th St., Middle Block,",Lanmadaw
"tel: 09-73074307,tel: 09-795623755",Sayarma Daw Wai Wai Myint,Pharmacy Shops [Traditional],North Dagon(North Dagon),"928, Thin Win St., Ward (34),",Yangon Region
"tel: 01-525322,tel: 09-30350243,tel: 09-32187863",Zarmani,Pharmacy Shops [Traditional],Hlaing(Hlaing),"Rm 10, Bldg 65, 3rd St.,  Bayint Naung Housing,  Ward (2),",Yangon Region
"tel: 09-5502446,tel: 09-262444556",Hnyoh Point,Phone Prepaid Card Suppliers,Hlaing(Hlaing),"332, Rm 2, Bayint Naung Rd., Ward (2),",Yangon Region
"tel: 09-795903129,tel: 09-43109829,tel: 01-513036",Aye Chan Mon,,,"60,Hledan Rd.,",Kamayut
"tel: 09-73230706,tel: 09-448035393",Shwe Sin Myint Moh,Pilgrimage Tours,North Okkalapa (North Okkalapa ),"503, Bagan Rd., Shwe Paukkan Ward (14/8),",Yangon Region
"tel: 09-428021313,tel: 09-428188660",Thit San,Photocopying & Duplicating Services,Bahan(Bahan),"153, U Chit Maung Rd.,",Yangon Region
,Sunn Tech,Photocopying & Duplicating Services,Sanchaung(Sanchaung),"5, U San Nyunt St.,",Yangon Region
tel: 09-43067009,Paw Lwin,Photocopying & Duplicating Services,Thaketa(Thaketa),"27, Anawmar St., Corner of Anawmar 20th St., Ward (2-North),",Yangon Region
"tel: 01-647786,tel: 09-30338951",Myittar Aung,Phone Prepaid Card Suppliers,Insein(Insein),"153, Myo Patt St., Ywar Ma (West) Ward,",Yangon Region
"tel: 01-551578,tel: 09-73027984,tel: 09-5138843",Myo Thukha,Phone Prepaid Card Suppliers,Tarmwe(Tarmwe),"34,Kyauk Yae Twin St.,Kyauk Myaung Gyi Ward",Yangon Region
,Miba Gone Kyae Zue,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"Lay Daunt Kan Rd., (Sa-Lein/Ka) Ward,",Yangon Region
tel: 09-73075516,Nyein Chan,Photocopying & Duplicating Services,Kamayut(Kamayut),"Sagaing St.,  Yangon University Campus,",Yangon Region
"tel: 01-639424 [Ext.300],tel: 01-639428 [Ext.300],tel: 09-259461480,tel: 01-657781~84 [Head Office]","Myanmar Padauk Co.,Ltd.",Phone Prepaid Card Suppliers,Mingalardon(Mingalardon),"144, 9th St., Yangon Industrial Zone,",Yangon Region
"tel: 09-254690753,tel: 09-252037395",Nan Taw Shae,Phone Prepaid Card Suppliers,Dagon Seikkan(Dagon Seikkan),"Bldg 32,Rm 001,Mya Mingalar St.,Sittaung Yeik Mon Housing",Yangon Region
"tel: 09-5145677,tel: 01-504696,tel: 09-5124577",Myint Thu [Ko] + Yu [Ma],Phone Prepaid Card Suppliers,Sanchaung(Sanchaung),"7/B, Hanthawaddy Rd., Wai Lu Wun (North) Ward,",Yangon Region
"tel: 09-420028108,tel: 09-264620141",Than Myittar,Pilgrimage Tours,Thaketa(Thaketa),"1511, Htuparyon St., Corner of Htuparyon 16th St.,Htu Par Yon Ward (1),",Yangon Region
"tel: 01-685494,tel: 01-685490","MRT Co.,Ltd [MPT]",Phone Prepaid Card Suppliers,Hlaing Thar Yar(Hlaing Thar Yar),"45, Nawaday St., Industrial Zone (3),",Yangon Region
tel: 09-420096959,Myanmar Top Up Zone,Phone Prepaid Card Suppliers,Tarmwe(Tarmwe),"52, West Race Course Rd., Tarmway Gyee (Kha) Ward,",Yangon Region
,Sun Top,Photocopying & Duplicating Services,Kyeemyin Daing(Kyeemyin Daing),"16, Bandar Pin St., Htee Dan Ward,",Yangon Region
tel: 09-790138459,Thapyay Aung,Pilgrimage Tours,South Okkalapa (South Okkalapa ),"768, Mingalar St., Ward (12),",Yangon Region
"tel: 09-420297002,tel: 09-30098797",Than Htike Sein,Pilgrimage Tours,Shwe Pyi Thar(Shwe Pyi Thar),"42/107/108, Mahaw Gani St., Industrial Zone (1),",Yangon Region
"tel: 09-425303197,tel: 09-420117261,tel: 09-73077180",Tet Nay Win [Sein Ohe Si],Pilgrimage Tours,East Dagon(East Dagon),"1137/A, Tapin Shwe Htee St., Near 61 Buses Gate, Ward (7),",Yangon Region
"tel: 01-710082,tel: 09-73051198",Than Htay & Associates,Pilgrimage Tours,Latha(Latha),"127, Latha St., Upper Block,",Yangon Region
"tel: 01-241863,tel: 09-43043109,tel: 01-380141,tel: 09-73251422",Than Htay & Friends,Pilgrimage Tours,Pabedan(Pabedan),"424,Shwe Bon Tha St.,Upper Block",Yangon Region
"tel: 09-261537770~2,tel: 01-9669254","Take Me To Myanmar Travels & Tours Co.,Ltd.",Pilgrimage Tours,Mayangone(Mayangone),"Bldg A, Rm 953, 9th Flr, Muditar Condo,",Yangon Region
"tel: 09-250173327,tel: 09-5504271",Than Htay & Associates,Pilgrimage Tours,Kyauktada(Kyauktada),"222, Pansoedan St., Upper Block,",Yangon Region
"tel: 09-450992090,tel: 09-73135482,tel: 01-342334,tel: 09-250355868,tel: 09-49333767","Swan Star Tour Co.,Ltd.",Pilgrimage Tours,Tarmwe(Tarmwe),"22, Myo Thit 2nd St., Kyauk Myaung (Upper) Ward,",Yangon Region
,U Aung Cho,Photocopying & Duplicating Services,Mayangone(Mayangone),"Rm 9, Bldg 4, G Flr, Pyay Rd.,  Myo Pya Housing (South),",Yangon Region
,Khin Myo (Ma),Photocopying & Duplicating Services,Dagon(Dagon),"12, Rm 3, Myoma Kyaung Rd.,  U Wisara Housing,",Yangon Region
"tel: 09-252588991,tel: 09-252588992",MPT,Phone Prepaid Card Suppliers,South Okkalapa (South Okkalapa ),"Bldg A, Rm 3/4, Than Thu Mar Rd., Myin Thar Su Paung Housing,",Yangon Region
"tel: 09-260474455,tel: 09-260474447,tel: 09-252777227",Mingalar,Phone Prepaid Card Suppliers,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 120, G Flr, Shwe Mingalar Market,",Yangon Region
"tel: 01-2316648,tel: 09-250363049",Than Htay [Kyaik Htee Yoe - Tharmanya - Shwe Set Taw] [Bagan - Nyaung Oo - Popa - Zalun],Pilgrimage Tours,Kyeemyin Daing(Kyeemyin Daing),"99, Taw Win St., Corner of Bawga St.,Bawga Ward,",Yangon Region
"tel: 09-5019910,tel: 01-583311",Aung Moe Pharmacy,Pharmacy Shops [Traditional],North Dagon(North Dagon),"247, Nat Shin Naung St., Ward (35),",Yangon Region
tel: 09-402611837,Shwe Nan Theingi,,,"Bet; 39 St. and 40 St. & Bet; 84 St. and 85 St.,  San Win Ward,",Maha Aung Myay
"tel: 01-8562251,tel: 01-8560327",MPT,Phone Prepaid Card Suppliers,Thingangyun(Thingangyun),"Thu Mingalar Rd., Near Thayet Taw Bus Stop, 16/4 Ward,",Yangon Region
"tel: 09-420302359,tel: 09-73005333,tel: 09-781681771",Shwe Mya,,,"4 / 102,Ma Soe Yein Kyaung St.,  Myittar Nyunt Ward",Tarmwe
,Top,Photocopying & Duplicating Services,Sanchaung(Sanchaung),"34/C, Kyun Taw Kyaung St.,",Yangon Region
"tel: 01-527153,tel: 01-516007",Thit Sann,Pilgrimage Tours,Hlaing(Hlaing),"21, Yangon-Insein Rd., Near Butar Yon St. Bus Stop, Ward (9),",Yangon Region
"tel: 09-8619017,tel: 09-5066221,tel: 09-790688522","Thiha Thit Htoo Co.,Ltd.",Pilgrimage Tours,Tarmwe(Tarmwe),"244, 1st Flr, Kyaikkasan Rd., Kyarr Kwet Thit Ward,",Yangon Region
"tel: 09-73027136,tel: 09-31288171",First Classic,,,"150, 1st Flr, 27th St.,  Middle Block,",Pabedan
"tel: 09-31068127,tel: 09-799837879",Ripple,Phone Prepaid Card Suppliers,Hlaing(Hlaing),"60/B, Rm 1, Yangon-Insein Rd., Near Butar Yon St. Bus Stop, Ward (9),",Yangon Region
tel: 09-256024557,Ma Haw,Pharmacy Shops [Traditional],Amarapura(Amarapura),"Yadanar Gu Out Nan Myuat Back, Koo Myoth Shin Nan Taung Back,",Mandalay Region
tel: 09-973336899,Ooredoo,Phone Prepaid Card Suppliers,Mingalardon(Mingalardon),"Airport Rd., Yangon Int'l Airport (Departure Lounge), A Nan Pin Ward,",Yangon Region
,Min Hnit Par,Pharmacy Shops [Traditional],North Okkalapa (North Okkalapa ),"600, Yuzana 4th St., Near No (2) Market Shop Room,  Ward (2),",Yangon Region
tel: 09-976018395,Ooredoo,Phone Prepaid Card Suppliers,Sanchaung(Sanchaung),"2nd Flr,Dagon Centre I, IT Junction",Yangon Region
"tel: 09-73170044,tel: 09-43370044,tel: 09-5570044",Ma ALainmar (Myanmar),,အမွတ္ ၇၆၊ (၅၀)လမ္း၊ အလယ္ဘေလာက္၊,"76, 50th St., Middle Block,",Pazundaung
tel: 09-254777388,Olympics,Phone Prepaid Card Suppliers,Insein(Insein),"4/B, Lower Mingalardon Rd., Phawh Kan Ward,",Yangon Region
"tel: 09-973332001,tel: 09-973332003",Ooredoo Myanmar,Phone Prepaid Card Suppliers,Lanmadaw(Lanmadaw),"793, Maha Bandoola Rd.,",Yangon Region
"tel: 01-593259,tel: 09-250503065,tel: 09-421719920",New Star,Phone Prepaid Card Suppliers,Dagon Seikkan(Dagon Seikkan),"Bldg 8, Rm 003, 9th St., Yuzana Garden City Housing, A Block,",Yangon Region
"tel: 09-43162370,tel: 09-450052650",Nwe Thazin,Phone Prepaid Card Suppliers,Hlaing Thar Yar(Hlaing Thar Yar),"P Moe Ninn St.,Wai Phyo Hein Market,Ward (6)",Yangon Region
"tel: 09-795458700,tel: 09-43028745",7 Stars,Photocopying & Duplicating Services,Bahan(Bahan),"85, G Flr, New Yae Tar Shae St., Yae Tar Shay Ward,",Yangon Region
tel: 09-973332065,Ooredoo,Phone Prepaid Card Suppliers,Lanmadaw(Lanmadaw),"Rm 142, Junction Centre Maw Tin,",Yangon Region
"tel: 09-452999929,tel: 09-455545226",New Wave,Phone Prepaid Card Suppliers,Thingangyun(Thingangyun),"27, Yadanar Dipa St., (Sa-Lein/Ka) Ward,",Yangon Region
"tel: 01-9699653,tel: 09-259294814",3M,Photocopying & Duplicating Services,North Okkalapa (North Okkalapa ),"290, Khay Mar Thi Rd., Ga Gyi Ward,",Yangon Region
"tel: 09-795656674,tel: 09-425301703",514,Photocopying & Duplicating Services,East Dagon(East Dagon),"344, Tapin Shwe Htee St., Ward (11),",Yangon Region
"tel: 09-49336214,tel: 09-8552968",Thidar Tun [TDT],Pilgrimage Tours,South Okkalapa (South Okkalapa ),"271,Thitsar Rd.,Near Gate Haung Bus Stop,Ward (10)",Yangon
,3 Star,Photocopying & Duplicating Services,Sanchaung(Sanchaung),"22,Nyaung Tone St.,Kyun Taw (South) Ward",Yangon
"tel: 01-660129,tel: 09-73083671",3 Seasons,Photocopying & Duplicating Services,Mayangone(Mayangone),"Bldg 1, Rm 7, G Flr, Pyay Rd., Myo Pya Housing (North),",Yangon Region
,3 Friends,Photocopying & Duplicating Services,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Bldg 5,Gyo Phyu St.,Hpa-Sa-Pa-La Housing",Yangon
tel: 09-254044084,3 in 1,Photocopying & Duplicating Services,Kyeemyin Daing(Kyeemyin Daing),"486, Lower Kyee Myin Daing Rd., Corner of U Kyaw Dun Zan St.,Kayin Ah Myoe Thar Ward,",Yangon Region
tel: 09-420012900,7 Star,Photocopying & Duplicating Services,South Okkalapa (South Okkalapa ),"755, Mar Ga St., Corner of Mar Ga 7th St.,Ward (12),",Yangon Region
"tel: 01-560897,tel: 09-8586458,tel: 09-421090505",T Family,Phone Prepaid Card Suppliers,South Okkalapa (South Okkalapa ),"972/A, Than Thu Mar Rd., Ward (5),",Yangon Region
"tel: 01-591364,tel: 09-73014842",70,Photocopying & Duplicating Services,South Dagon(South Dagon),"1188/A, Hlaw Gar Rd., Near (71) Market, Ward (70),",Yangon Region
tel: 09-973332018,Ooredoo,Phone Prepaid Card Suppliers,Kamayut(Kamayut),"Rm F/115, 1st Flr, Junction Square,",Yangon Region
"tel: 09-250507251,tel: 09-974548000",Tele Pazundaung,Phone Prepaid Card Suppliers,Pazundaung(Pazundaung),"126, Maha Bandoola Rd.,",Yangon Region
tel: 09-73044802,ACS,Photocopying & Duplicating Services,Sanchaung(Sanchaung),"71, Min St., Sanchaung (South) Ward,",Yangon Region
"tel: 01-394508,tel: 01-394023",Tagar Sane,Phone Prepaid Card Suppliers,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"153, Myanma Gone Yee St., Kan Daw Kalay (South) Ward,",Yangon Region
"tel: 09-31087609,tel: 09-31353970",Academy,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"607/A, Bo Aung Kyaw St., Near B.E.M.S(36), Ward (19),",Yangon Region
"tel: 09-8591951,tel: 09-5153072",AAA,Photocopying & Duplicating Services,Mayangone(Mayangone),"118, Nawaday 2nd St., Corner of Tapin Shwe Htee St.,Ward (1),",Yangon Region
"tel: 09-250044829,tel: 09-421011356",@t Photo Studio,Photocopying & Duplicating Services,Insein(Insein),"1149, Hyde Park 2nd St., Taung Thu Gone Ward,",Yangon Region
tel: 09-43143232,Active Group,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"11, Rm 4, Baw Zin St., Thuwana/24 Ward,",Yangon Region
tel: 09-253807947,999,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"Padauk St.,Corner of Kyan Sit Thar St.,Ward (23)",Yangon Region
"tel: 09-73053179,tel: 01-450507",A & W,Photocopying & Duplicating Services,Thaketa(Thaketa),"Rm 1, Min Nandar Rd., Corner of Thadar Yone St.,Si Pin Shop Room, Ward (2-North),",Yangon Region
"tel: 09-73131934,tel: 09-251017448",Acacia,Photocopying & Duplicating Services,North Dagon(North Dagon),"Bldg 7, Rm D/1, Thar Yar Yae Yone St., Mahar Myaing Housing,",Yangon Region
"tel: 01-8550211,tel: 09-73080000,tel: 09-255882288","Success World Co.,Ltd.",Phone Prepaid Card Suppliers,Thingangyun(Thingangyun),"Bldg 9, Rm 201/202, 2nd Flr, Lay Daunt Kan Rd., Shwe Kainnary Housing,",Yangon Region
"tel: 09-789486802,tel: 09-5136293",49,Photocopying & Duplicating Services,Dawbon(Dawbon),"49, Thin Baw Kyin St., Yamonnar Ward (2),",Yangon Region
tel: 09-73160906,A Ok,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"175, Maha Bandoola Garden St., Upper Middle Block,",Yangon Region
tel: 09-31357815,Shwe,Phone Prepaid Card Suppliers,Yankin(Yankin),"302, Shae Thoe St, Ward (12),",Yangon Region
"tel: 09-73051081,tel: 09-254734787,tel: 09-254807575",Saung,Phone Prepaid Card Suppliers,Latha(Latha),"60, 18th St., Lower Block,",Yangon Region
"tel: 09-420096660,tel: 09-5197966",Spider Web,Phone Prepaid Card Suppliers,Tarmwe(Tarmwe),"275,Banyar Dala Rd.,Ah Yoe Gone Ward",Yangon Region
"tel: 09-978690297,tel: 09-972508442",Shwe Myint Moh,Phone Prepaid Card Suppliers,East Dagon(East Dagon),"1039,Sat San Htun St.,Ward (1)",Yangon Region
tel: 09-73034160,Sein,Phone Prepaid Card Suppliers,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm 81, G Flr, New Mingalar Market,",Yangon Region
"tel: 09-254377982,tel: 09-960756580",Ah Lin Thit,Photocopying & Duplicating Services,South Okkalapa (South Okkalapa ),"1146, Yarza Thura St., Ward (7),",Yangon Region
"tel: 09-780001951,tel: 09-5108754,tel: 09-8611416",Ah Lin Thit,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"10/12, Rm 002, 35th St., Lower Block,",Yangon Region
tel: 09-5351476,Sann Sann Aye [Daw],Phone Prepaid Card Suppliers,Insein(Insein),"2, Bayint Naung Rd., Pauk Taw Ward,",Yangon Region
"tel: 09-420154191,tel: 09-421029791",Ah Lin Tan,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"Rm 2, Magwe St., Ah Lin Yaung Shop Room, Ward (9),",Yangon Region
"tel: 09-73005047,tel: 09-254109738",Ah Lin Yaung,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"76/A, Aung Yadanar St., Kyee Pwar Yay Ward,",Yangon Region
"tel: 09-790134174,tel: 09-420188937",A 1,Photocopying & Duplicating Services,Mayangone(Mayangone),"944, Kyaik Waing Pagoda Rd., Ye Yan Aung Bus Stop, Ward (3),",Yangon Region
"tel: 09-5083754,tel: 01-700152,tel: 09-73228862,tel: 09-250358986,tel: 09-971366577,tel: 09-970916867",Ah Lin Eain,Photocopying & Duplicating Services,Kamayut(Kamayut),"2/A/B, Hledan 2nd St., Ward (3),",Yangon Region
"tel: 09-8614331,tel: 09-420041944",Ah Lainmar,Photocopying & Duplicating Services,North Dagon(North Dagon),"405, Kyauk Sein St., Ward (33),",Yangon Region
"tel: 09-259259848,tel: 09-256404446","The Sky Travels & Tours Co.,Ltd.",Pilgrimage Tours,Dawbon(Dawbon),"232, Mill St., Bamar Aye Ward,",Yangon Region
,Thida Tun,Pilgrimage Tours,Kyauktada(Kyauktada),"275,Pansoedan St.,Upper Block",Yangon
"tel: 09-259259848,tel: 09-256404446",The Sky Group of Companies,Pilgrimage Tours,Dawbon(Dawbon),"232, 3rd Flr, Mill St., Bamar Aye Ward,",Yangon Region
tel: 09-444022800,Ah Hla Thit,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"326, Sin Phyu Shin St., Ward (10),",Yangon Region
tel: 01-294900,ADG,Photocopying & Duplicating Services,Tarmwe(Tarmwe),"14, Ma U Gone St., Ma U Gone Ward,",Yangon Region
"tel: 09-420002532,tel: 09-780081158,tel: 09-73184052,tel: 09-256409090,tel: 09-428034338,tel: 09-252710854",Thazin Ni,Pilgrimage Tours,North Dagon(North Dagon),"1266, Bo Hmu Ba Htoo Rd., Ward (43),",Yangon Region
"tel: 09-421019862,tel: 09-421151503",Ah Lin Thit,Photocopying & Duplicating Services,Shwe Pyi Thar(Shwe Pyi Thar),"667/A, Maha Bandoola St., Ward (14),",Yangon Region
"tel: 09-795949491,tel: 09-789504200",Telenor [FoFo],Phone Prepaid Card Suppliers,Sanchaung(Sanchaung),"207, Baho Rd., Linn Loon (North) Ward,",Yangon Region
"tel: 09-73145466,tel: 09-254472892",Ah Swe Taw,Photocopying & Duplicating Services,South Okkalapa (South Okkalapa ),"302/B, Than Thu Mar Rd., Infront Of B.E.P.S (4), Ward (5),",Yangon Region
"tel: 09-5020103,tel: 09-5041415",Telenor,Phone Prepaid Card Suppliers,Mingalardon(Mingalardon),"124, Yangon-Bago Rd., Bago Lan Ward,",Yangon Region
tel: 09-258371727,Telenor,Phone Prepaid Card Suppliers,Tarmwe(Tarmwe),"215,Banyar Dala Rd.,Ma U Gone Ward",Yangon Region
"tel: 09-790120662,tel: 09-790120663",Telenor [Fo Fo],Phone Prepaid Card Suppliers,Mingalardon(Mingalardon),"Sittwe St.,Aung Mingalar Highway Buses Terminal",Yangon Region
"tel: 09-790120670,tel: 09-790120671",Telenor,Phone Prepaid Card Suppliers,Sanchaung(Sanchaung),"2nd Flr,Dagon Centre I, IT Junction",Yangon Region
,Telenor,Phone Prepaid Card Suppliers,Sanchaung(Sanchaung),"Rm 1,1st Flr,Dagon Centre II",Yangon
"tel: 09-421032338,tel: 09-795308726",Ah Lin Eain,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"9/11, Rm 3/B, 36th St., Lower Block,",Yangon Region
"tel: 09-790120646,tel: 09-790120647",Telenor,Phone Prepaid Card Suppliers,Kamayut(Kamayut),"Rm F/116, 1st Flr, Junction Square,",Yangon Region
"tel: 09-5048834,tel: 09-5082689,tel: 09-73020180",Thein Than Kywel,Pilgrimage Tours,Thaketa(Thaketa),"55, Zingama Rd., Ah Naw Mar Ward (1),",Yangon Region
"tel: 09-5125889,tel: 01-651750",Ah Mae Thar,Photocopying & Duplicating Services,Mayangone(Mayangone),"Rm 22, Oak Pon Seik St., Nawaday Sports Ground, Ward (5),",Yangon Region
"tel: 09-450708052,tel: 09-450455939",Ah Mi Myay,Photocopying & Duplicating Services,South Okkalapa (South Okkalapa ),"Than Thu Mar Rd., Near Bali Bus Stop, Ward (15),",Yangon Region
tel: 09-250709793,Ah Mae Yeik,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"53, Zeya Thukha St., (Ka) Ward,",Yangon Region
tel: 09-799225003,Telenor,Phone Prepaid Card Suppliers,Tarmwe(Tarmwe),"115, Kyauk Myaung St., Kyauk Myaung Gyi Ward,",Yangon Region
tel: 09-421079013,Ah Mae Ah Yeik,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"Bo Aung Kyaw St., Near Myittar Yeik Monastery, Sanpya Ward,",Yangon Region
tel: 09-421051131,Ah Lin Yaung,Photocopying & Duplicating Services,Kyauktada(Kyauktada),"565/567, Rm 103/B, 1st Flr, Merchant Rd., MAC Tower,",Yangon Region
tel: 09-420297140,Ah Mae Ah Yeik,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"1832, Bo Aung Kyaw St., Ward (20),",Yangon Region
"tel: 09-5030540,tel: 09-73191239",Ah Lin Yaung,Photocopying & Duplicating Services,Thingangyun(Thingangyun),"78, Lay Daunt Kan Rd., Lay Daunt Kan Ward,",Yangon Region
"tel: 01-611619,tel: 09-43189914",Ah Lin Yaung,Photocopying & Duplicating Services,Shwe Pyi Thar(Shwe Pyi Thar),"179, Bayint Naung Rd., Immigration & Population Department Shop Room, Ward (6),",Yangon Region
tel: 09-795211881,Ah Lin Yaung,Photocopying & Duplicating Services,Hlaing Thar Yar(Hlaing Thar Yar),"322, Kyauk St., Ah Twinn Padan Village,",Yangon Region
"tel: 09-420042986,tel: 09-73076517",Linn Pyant,,အမွတ္ ၇၂၊ လွည္းတန္းလမ္း၊,"72, Hledan Rd.,",Kamayut
"tel: 09-33026795,tel: 09-5156297,tel: 01-551453","Tharaphu Myat Noe Thu Co.,Ltd.",Pilgrimage Tours,Bahan(Bahan),"11, 2nd Flr, West Race Course Rd., Bo Sein Hman Ward,",Yangon Region
"tel: 09-5103465,tel: 01-524165,tel: 01-505815",San Pya,,,"37, Yangon-Insein Rd.,",Hlaing
