state,township,category,name,contact,street
Yangon Region,Shwe Pyi Thar,Heavy Machineries & Equipment,"Tun Lin Group Construction Co.,Ltd."," 01614014, 098623691, 098730722","720/721, Pearl St., Industrial Zone (3),"
Yangon Region,Tarmwe,Hairdressers,Bright Star," 09448010875, 09448048753","115, Lay Daunt Kan Rd., Tarmway Lay Ward,"
Yangon Region,Tarmwe,Hairdressers,Bright Star," 09250290528, 09798445568","42, G Flr, 137th St., Ma U Gone Ward,"
Yangon Region,Yankin,Hairdressers,Bright Star, 09253568046,"Bldg 7, Rm 1, Yankin Rd., Infront Of B.E.H.S (1), Ward (1),"
Yangon Region,Thaketa,Hairdressers,Bright Star, 09976730912,"414, Anawmar St., Corner of Anawmar 10th St.,Ah Naw Mar Ward (1),"
Yangon Region,Kamayut,Hairdressers,Bright Star, 09261509800,"2, Sin Yae Twin 1st St., Ward (2),"
Yangon Region,Kamayut,Machinery & Spare Parts Dealers,Bago Heavy Machinery Ltd.," 01514802, 01530756, 0973154071","Bldg F/S/22, Bayint Naung Rd., Shwe Pone Nyet Yeikmon,"
Yangon Region,North Okkalapa ,Crane Hires,"Aung & Soe Co.,Ltd."," 09420032906, 09420047532","797,Eindar 8th St.,Ta Ta Lin Cheik Ward"
Yangon Region,Pabedan,Handicraft Materials,Zeyar Win," 09420288504, 09420288536","2 Storey Shed, Rm 12, Bogyoke Aung San Market,"
Yangon Region,Tarmwe,Hairdressers,Bright Star, 0973152626,"Rm 7,Kyauk Yae Twin St.,Si Pin Shop Room,Kyauk Myaung (East) Ward"
Yangon Region,Shwe Pyi Thar,Heavy Machineries & Equipment,"Zeya New Comet Auto Sale & Service Co.,Ltd."," 01393300, 095556677, 01393344, 01610369, 01611456, 01339933","337, No.(4) Main Rd., Near Army Bus Stop, Bone Shay Gone Village,"
Yangon Region,Tarmwe,Hairdressers,Bright Star, 09448010875,"7, 155th St., Tarmway Gyee (Ka/Ga-Nge) Ward,"
Yangon Region,Hlaing Thar Yar,Heavy Machineries & Equipment,"Win Strategic Co.,Ltd."," 01645178, 01645119","589/592, Yangon-Pathein Rd., Ward (7),"
Yangon Region,Yankin,Logistics Services,"Able Winners Co.,Ltd."," 01566659, 01578353","19/B, Thukha Waddy St., Ward (6),"
Yangon Region,Hlaing Thar Yar,Heavy Machineries & Equipment,Zabu Kyaw," 09253837947, 09970282990","231, Than Chet Wun U Myue St., Shwe Linban Industrial Zone,"
Yangon Region,Bahan,Hairdressers,Bright Star, 09253556745,"23, Bo Tayza St., Bo Sein Hman Ward,"
Yangon Region,Pabedan,Hairdressers,Bright Star, 09252002041,"157, Shwe Bon Tha St., Lower Middle Block,"
Yangon Region,Dagon,Handicraft Materials,Zenith, 0973156136,"66/74, Pyay Rd., National Museum, Pyay (East) Ward,"
Yangon Region,Sanchaung,Heavy Machineries & Equipment,Zeyamin Co-op Ltd.," 095000879, 0973237191, 01534680, 095048198, 095020567, 095502707, 01539120","4, Ma Kyee Kyee St., Mont Let Saung Gone (South) Ward,"
Yangon Region,Pabedan,Handicraft Materials,Zaw," 095107295, 095020327, 01382850 [Office], 01541364 [Res]","West B Shed, Rm 72, Bogyoke Aung San Market,"
Yangon Region,Bahan,Hairdressers,Bright Star," 09420002557, 09793387166","167, West Race Course Rd., Kyaikkasan Ward,"
Yangon Region,North Okkalapa ,Crane Hires,"Aye Kabar Family Co.,Ltd."," 095113486, 095005203, 098611968, 019699452, 019699524","634/A, Theingi St., Ga Gyi Ward,"
Yangon Region,Sanchaung,Agriculture,"Kyaw Hlwan Moe & Brothers Co.,Ltd."," 01501868, 01535349","29, Pathein St., Kyun Taw (Mid) Ward,"
Yangon Region,Hlaing Thar Yar,Beans & Pulses,"Integrated Business Success Co.,Ltd."," 01684513, 01684683, 095135808","118, Makhayar Min Thar Gyi Mg Pyoe St., Industrial Zone (2),"
Yangon Region,Thingangyun,Machinery & Spare Parts Dealers,"Khin & Win Int'l Co.,Ltd."," 095104381, 012333740","Bldg H, Rm 1, Waiza Yan Tar Rd., Shwe Ingyin Yeik Mon Housing,"
Yangon Region,Dagon,Handicraft Materials,Zaw," 01375730, 01374852, 095020327, 01541364 [Res]","Rm 47/49/51/53/55/57, Shwe Dagon Pagoda (South Entrance),"
Yangon Region,Hlaing Thar Yar,Beans & Pulses,"Ideal Business Success Co.,Ltd. [IBS]"," 01684683, 01684513, 095014007, 095135808, 095147009, 095108500, 095135510","118,Makhayar Min Thar Gyi Mg Pyoe St.,Industrial Zone (2)"
Yangon Region,Dagon Seikkan,Machinery & Spare Parts Dealers,International Integrated Group of Companies [IIG]," 01450990, 095215629, 098627549","47,Yadanar St.,Yadanar Housing"
Yangon Region,Mingalardon,Construction & Contractor Equipment & Supplies,"KOL Global Co.,Ltd."," 01513455, 095044752 [Hot Line], 01519679, 01654657, 098552818","45, Shwe Myoe Daw Pagoda Rd., Yangon Industrial Zone,"
Yangon Region,Mayangone,Marine Equipment,"Midmay Co.,Ltd.", 01655565,"31/D,Rm 4,Pyay Rd.,7 Mile,Ward (7)"
Yangon Region,Mayangone,Machinery & Spare Parts Dealers,"Family United Power Co.,Ltd."," 01653451, 0973207569","82/A, Kyaik Waing Pagoda Rd., Near Junction 8 Shopping Centre, Ward (6),"
Yangon Region,Pabedan,Handicraft Materials,Yoyamay Ethnographic Textile Gallery, 09450029481,"Face Wing Shed, Rm 20, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Tarmwe,Hairdressers,Calling, 09253891092,"Rm 1, Thamain Bayan Rd., Near Ah Thaw Ka Bus Stop, Nat Chaung Ward,"
Yangon Region,Thingangyun,Handicraft Materials,Yinn Taik World," 095154398, 018560806","55, Waiza Yan Tar Rd., 16/2 Ward,"
Yangon Region,Mingalar Taung Nyunt,Hairdressers,Brother's," 09250650531, 09973320877, 09799878993","28, 122th St., Yae Twin Gone Ward,"
Yangon Region,Tarmwe,Hairdressers,Bright Star One," 01556881, 095174291","252, Kyaikkasan Rd., Kyarr Kwet Thit Ward,"
Yangon Region,Pabedan,Hardware Merchants & Ironmongers,777," 0931515474, 0943140449","211/213, Bo Soon Pat St., Upper Middle Block,"
Yangon Region,Latha,Hardware Merchants & Ironmongers,56," 095142153, 01240600 Ext.4467, 01242775 Ext.2357, 01399405","E Shed, Rm 56/57, G Flr, Thein Gyi Market,"
Yangon Region,Hlaing,Hairdressers,Bright Star One, 09421153452,"Bldg 74, Rm 9, Bayint Naung Rd., Bayint Naung Housing,"
Yangon Region,Tarmwe,Hardware Merchants & Ironmongers,5-Star," 09420041547, 09250716578","423, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,"
Yangon Region,North Dagon,Logistics Services,"Huationg Nippo Logistics Co.,Ltd."," 09797592288, 09797142288, 09797152288, 09797162288","22, Sein Hnin Si St., Shwe Pin Lon Housing,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,555," 095066721, 0973193453","1480, Set Hmu Zone Pat St., Industrial Zone(2),"
Yangon Region,North Okkalapa ,Hardware Merchants & Ironmongers,1 One 6," 01695429, 0973074035","116,Kha Yae St.,Shwe Pauk Kan Industrial Zone"
Yangon Region,Thaketa,,Thamardi,"09969728192,09969728193","144, Myin Taw Thar Rd., Ward (2-North)"
Yangon Region,Pabedan,Handicraft Materials,Zaw," 095014078, 095301898","Central Hall Shed, Rm 8/40, Bogyoke Aung San Market,"
Yangon Region,Insein,Crane Hires,"Tractor King Co.,Ltd."," 01642462, 01647129, 09421003627, 095163437, 01647127~30, 09252766313, 01640950, 0943168178","362/B, Lower Mingalardon Rd., Ywar Ma (East) Ward,"
Yangon Region,Yankin,Machinery & Spare Parts Dealers,TKD Singapore Pte.Ltd.," 09796667883, 09450962128, 09796667880","Bldg 9/6, Rm 14, Yan Nyein St., Yan Nyein Housing,"
Yangon Region,Thaketa,Crane Hires,"SH Equipment [Myanmar] Co.,Ltd."," 019410132, 0943141985, 09450028135, 0931369186, 0931303961","296/E/4, Ayeyar Wun Rd., Near Kyaung Gwe Bus Stop, Set Hmu Let Hmu Ward,"
Yangon Region,Sanchaung,Crane Hires,"Taw Win Aung Co.,Ltd."," 09977935326, 01518130, 01538282, 09799657950, 09262645275","33, Myaung Mya St., Kyun Taw (Mid) Ward,"
Yangon Region,Mingalardon,Machinery & Spare Parts Dealers,"Miyama Co.,Ltd."," 095009478, 01636446","117, Pyay Rd., Near Kone Htate Bus Stop, Pyin Ma Bin,"
Yangon Region,Lanmadaw,Baking Supplies & Equipment,Perfect," 012316684, 012316694, 012303132","17/19, Hledan St.,"
Yangon Region,Dagon,Agriculture,"National Network & Co.,Ltd."," 01388841, 01388043","52, Bo Yar Nyunt St., Yaw Min Gyi Ward,"
Yangon Region,Shwe Pyi Thar,Construction & Contractor Equipment & Supplies,"Soo-Pin Co.,Ltd."," 01610552, 01610871, 01612623, 01553700","304/A, No.(4) Main Rd., Industrial Zone (1),"
Yangon Region,Mayangone,Marine Equipment,Midmay Group Ltd., 01655565,"E/6, Kaba Aye Pagoda Rd., Kaba Aye Villa Residence,"
Yangon Region,South Dagon,Hairdressers,Bright Star, 09448010875,"Aung Mingalar St., Near Nat Sin Bus Stop, Ward (17),"
Yangon Region,Mayangone,Hardware Merchants & Ironmongers,Always," 01522656, 0973038642, 095130607, 095126883","2/6,Rm 1/2,Thamaing Butar Yon Rd.,Ward (2)"
Yangon Region,Insein,Hardware Merchants & Ironmongers,"AIM Trading Co.,Ltd."," 095106526, 01643640, 01643995, 095502096","104 Shed, Rm 8/9/10/13/14, Nilar 5th St., Sawbwargyi Gone Warehouses,"
Yangon Region,South Dagon,Hairdressers,Bright Star, 09250777006,"Rm B/7, Pyi Htaung Su Rd., Ward (26),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Ah Zit," 095108990, 0973047982","D1/97/52/54/103/105/141, Ma Lun 1st St., Industrial Zone (3),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,AK Iron," 01590756, 095003223, 09975003223, 09795003223","4/B, Yadanar Theingi St., Industrial Zone (3),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Ah May Myat," 09250156438, 09971724893","C/88, Kyauk Pahtoe St., Industrial Zone (3),"
Yangon Region,Tarmwe,Hairdressers,Bright Star," 0973903963, 09255904615","Bldg D, Rm 003, Aung Mingalar St., Yuzana Mingalar City Housing,"
Yangon Region,Lanmadaw,Logistics Services,"Winner Ocean Trading Co.,Ltd."," 095161716, 0943088422","75/B, 15th St., Middle Block,"
Yangon Region,Yankin,Crane Hires,"Win Azure Engineering & Construction Co.,Ltd."," 09254753211, 09261833339, 09261833337","Rm 6/D, 5th Flr, Moe Kaung Rd., Sagawah Condo,"
Yangon Region,Mayangone,Machinery & Spare Parts Dealers,"Crane World Myanmar Co.,Ltd."," 01653451, 0973207569","82/A, Kyaik Waing Pagoda Rd., Ward (6),"
Yangon Region,Latha,Hardware Merchants & Ironmongers,A One," 0973025581, 09250507194, 01242775 Ext.2108, 01240600 Ext.4455, 09421019579","E Shed, Rm 72/73, 1st Flr, Thein Gyi Market,"
Yangon Region,Hlaing Thar Yar,Machinery & Spare Parts Dealers,"Universal Tractor Co.,Ltd."," 095085217, 01685470, 095285218","Yangon-Pathein Rd., Nawaday Garden Housing,"
Yangon Region,Thingangyun,Construction & Contractor Equipment & Supplies,United Engineering Group of Companies," 01571321, 01572281, 01571877, 01577942, 01573629","Bldg 1, Rm 5/6/7, Waiza Yan Tar Rd., Thiri Yadanar Housing,"
Yangon Region,Hlaing Thar Yar,Hardware Merchants & Ironmongers,"Absolute Metal Co.,Ltd."," 09421174996, 095251001, 01613717","93~95, Yaw Ah Twin Wun U Pho Hlaing St., Shwe Linban Industrial Zone,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,373," 01590939, 01590839","Rm D/239, Kyauk Pahtoe 10th St., Industrial Zone (3),"
Yangon Region,Hlaing Thar Yar,Machinery & Spare Parts Dealers,"UMG Co.,Ltd."," 01684688, 01684799","1947/B, Yangon-Pathein Rd., Ward (5),"
Yangon Region,North Okkalapa ,Hardware Merchants & Ironmongers,Ah Mar Kyi [Daw]," 09420779860, 09254715336","83, Khattar St., Ward (1),"
Yangon Region,Insein,Agriculture,"Two Palms Co.,Ltd."," 01533366, 01655708","45/55/C, Airport Rd., Saw Bwar Gyi Gone Ward,"
Yangon Region,Shwe Pyi Thar,Logistics Services,"Two Elephant Asia Group Co.,Ltd."," 01618733, 01618732, 01618882, 01618678, 095167658","116, Bayint Naung Rd., Industrial Zone (4),"
Yangon Region,Hlaing Thar Yar,Hairdressers,Bright Star, 09778918150,"96, U Pu Nya St., Ward (14),"
Yangon Region,Pazundaung,Machinery & Spare Parts Dealers,UD," 01294881, 095152551, 095083567","230, Rm 2/3/4, Anawrahta Rd.,"
Yangon Region,South Dagon,Hairdressers,Bright Star," 09450280845, 09442259354","A/7, Pyi Htaung Su Rd., Ward (26),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Ahnanda Miba Myittar [Aung Aung]," 09451888699, 09777314332","D/1/379, Zaung Tu St., Industrial Zone (3),"
Yangon Region,East Dagon,Hairdressers,Bright Star,,"6/A, Nga Htwai Yue St., Ward (7),"
Yangon Region,Mayangone,Agriculture,"White Sky Co.,Ltd."," 095124339, 0973013858","Bldg 1,Rm 13,Kyaik Waing Pagoda Rd.,Myaing Hay Wun Housing"
Yangon Region,North Okkalapa ,Aluminium/Tin & Zinc Materials,Nyunt Htay [U]," 019695044, 019695043","133/134, Kanaung 7th St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,North Okkalapa ,Aluminium/Tin & Zinc Materials,Nyunt Swe [U]," 095008543, 01695109, 01695134","256, U Phoe Hlaing St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,North Okkalapa ,Aluminium Frames & Furnitures,Myo Hlaing [U]," 0949335338, 0931276548, 01695349","294, Kanaung 5th St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,North Okkalapa ,Sewing Machines & Accessories,Nilar Win [Daw]," 095047157, 01695290","258, Kanaung 5th St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,South Dagon,Lathe Machine Workshops,Myint Aung [U] [KMC]," 0973014391, 09250504900","1100, Shwe Taung Gyar 4th St., Industrial Zone (2),"
Yangon Region,South Dagon,Bronze & Iron Wares,Maung Maung Mya [Ko] & Brothers," 095167653, 0943124842","C/61, Rm B/80, Lawpita St., Industrial Zone (3),"
Yangon Region,Hlaing Thar Yar,Machinery & Spare Parts Dealers,UMW Engineering Services Ltd.," 01684924, 01684925, 098634714, 098634715","1944/B, Yangon-Pathein Rd., Ward (5),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,777 [Mg Kyaw]," 095161228, 09450040270, 09448023777","180, Rm B, Yae Nan Chaung St., Industrial Zone (3),"
Yangon Region,Pabedan,Sculptors [Stonecarving],Home Collection [Aung Wood]," 095052371, 0973243061, 09250670947, 0949308936, 09799623389","West C Shed, Rm 63, Bogyoke Aung San Market,"
Yangon Region,Lanmadaw,Hairdressers,Color & Perm," 09450024707, 09262222650, 09777747712","82, Shwe Taung Dan St.,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,John Cena," 095121360, 095063946","Central Hall Shed, Rm 112, Bogyoke Aung San Market,"
Yangon Region,Shwe Pyi Thar,Hairdressers,Chit Oo Wai, 09254849534,"Pearl St.,Near Pearl Junction ,Ward (10)"
Yangon Region,Yankin,Hairdressers,Classic Yangon, 09784877308,"2, Moe Kaung Rd., Corner of Pyi Tharyar St.,Ward (16),"
Yangon Region,Mingalardon,Jades,Heritage [Souvenir Shop]," 01636679, 01651471, 01661417, 01665247, 098611002","Rm Counter 10, 1st Flr, Airport Rd., Yangon Int'l Airport, A Nan Pin Ward,"
Yangon Region,Tarmwe,Hairdressers,Chit Musar, 09250499156,"11, Kyauk Myaung Zay St., Corner of Thamadi St.,Byine Yay Oh Sin Ywar Ma Ward,"
Yangon Region,North Okkalapa ,Hairdressers,Chit Mate Thit, 09420245098,"59, Pauk Kan St., Shwe Paukkan Ward (21),"
Yangon Region,North Okkalapa ,Aluminium/Tin & Zinc Materials,Miba Myittar," 09420060718, 09799481101, 019695294","152, Kanaung 6th St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,North Okkalapa ,Machinery & Spare Parts Dealers,Yadanar Steel Group [YSG]," 095000824, 0949570435, 09450055725, 01661962","120/B, Amara St., Industrial Zone,"
Yangon Region,Hlaing,Hairdressers,Choice, 09250091584,"9, Parami Rd., Ward (16),"
Yangon Region,Pabedan,Perfumes & Body Sprays,Znt Trading," 01370622, 095401157, 01371822 Ext.160, 0973121983","A Shed, Rm 258, Thein Gyi Market,"
Yangon Region,Mingalar Taung Nyunt,Hair Care Products,Salsa," 095070463, 09795298255","98, Rm 1/A, 1st Flr, Myanma Gone Yee St., Kan Daw Kalay (East) Ward,"
Yangon Region,Dawbon,Hairdressers,Chit Nyi Ko, 09421743966,"198, Ywar Ma St., Yamonnar Ward (2),"
Yangon Region,South Dagon,Lathe Machine Workshops,Tin Myo [Ko]," 095182575, 0973005081, 09799559198","559, Set Hmu 9th St., East Dagon Industrial Zone (2),"
Yangon Region,Pabedan,Indigenous Medicinal Ingredients [Palahsei],Ever Moon," 01256250, 095501147, 01370622, 01371822 Ext.546","A Shed, Rm 565/E/1, Thein Gyi Market,"
Yangon Region,South Dagon,Lathe Machine Workshops,Thein Tun Aung [U] @ Than Myint [U], 0973019695,"2880, Set Hmu Zone Pat St., Industrial Zone (2),"
Yangon Region,North Okkalapa ,Aluminium/Tin & Zinc Materials,Thein Myint [U]," 01695121, 01695122, 095038719","206/207, Kanaung Min Thar Gyi St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,Palate,,Gadae San," 09778651089, 09790572566","Near Palate Junction, Near Tamar Insecticides Factory, Magyi Taw Ward,"
Yangon Region,North Okkalapa ,Rice Mill Machineries & Spare Parts,Thet Khaing Win [U]," 01695429, 0973074035","116,Kha Yae St.,Shwe Pauk Kan Industrial Zone"
Yangon Region,Thingangyun,Hardware Merchants & Ironmongers,Aung, 0973004715,"31, Mingalar St., (Kha) Ward,"
Yangon Region,Pyigyi Tagon,,THAUNG," 025154008, 092005247","PaPa-7/10, 65 St., Between Yaw Min Gyi St. and Tha Khin Phoe Hla Gyi St.,"
Yangon Region,Patheingyi,,Chan Thar Aung, 0991043685,"Mandalay-Pyin Oo Lwin St., No.(3) Ward, Ohne Chaw Village,"
Yangon Region,Pyigyi Tagon,,Myint Moh Oo, 092023324,"LaLa-49/20, Between 50 St. and 51 St.,"
Yangon Region,Pyigyi Tagon,,Htan Lay(Ko) and Brothers," 025153920, 0991011908","LaLa-67/68+87, Mat Khayar St., Between 50 St. and 51 St.,"
Yangon Region,South Dagon,Wiring & Foiling Services,Win Ngwe [U], 0943112108,"954, Inlay 6th St., Ward (64),"
Yangon Region,Maha Aung Myay,,Swan Arr Thit," 0263921, 092004206","Blk 373, Mingone Ward, Sein Pan, Than  Hlyet  Hmaw West,"
Yangon Region,Aung Myay Thar Zan,,San Myittar, 09402544821,"86 St., Between 13 St. and 14 St.,"
Yangon Region,Pyigyi Tagon,,"Mann Standard Machinery Co.,Ltd"," 09402615898, 09797009007","PaPa-18/20+21, Sabai St., Between 62 St. and 63 St., Industrial Zone(1),"
Yangon Region,Hlaing Thar Yar,Hardware Merchants & Ironmongers,Aung," 0943173516, 095370918","32/B, Bo Aung Kyaw St., Ward (13),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Asia Yadanar," 095139674, 0943168363, 0949738827","1610, Shwe Li St., Industrial Zone (2),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Arr Mhan," 0943040310, 095046318","6, Nanmatu St., Industrial Zone (3),"
Yangon Region,Pyigyi Tagon,,Aung Naing Thu, 092019993,"H-171/172, Avrest St, Between 60 St. and 61 St., Industrial Zone(1), Za Myin Zwe Ward,"
Yangon Region,South Dagon,Lathe Machine Workshops,Tin Thaung [U]," 09420255339, 095018752, 0973088607","7, Wet Ma Soot Wun Htauk St., East Dagon Industrial Zone (2),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Asia, 01240775,"1188, Sittaung St., Industrial Zone (2),"
Yangon Region,Latha,Hardware Merchants & Ironmongers,AMS 62 [Ah Min]," 0931020557, 09784020557, 01240600 Ext.4445, 01242775 Ext.2426, 09420062786","E Shed, Rm 57, 1st Flr, Thein Gyi Market,"
Yangon Region,North Okkalapa ,Convenience Stores,Win Naing [Ko]," 01695357, 0973064381","230, Kanaung 13rd St., Shwe Pauk Kan Industrial Zone,"
Yangon Region,East Dagon,Hardware Merchants & Ironmongers,Annawah Min," 09420021765, 09795425486","No.(2) Main Rd.,Near Lay Daunt Kan Butar,Lay Daunt Kan"
Yangon Region,South Dagon,Industrial Constructors/Equipment & Supplies,Ko San Myint & Brothers, 095039085,"69+70, Kyauk Pahtoe St.,"
Mandalay Region,Aung Myay Thar Zan,Industrial Constructors/Equipment & Supplies,Pyae(U) & Brothers," 0231945, 092011198","15 St., Between 86 St. and 87 St.,"
Yangon Region,Latha,Hardware Merchants & Ironmongers,ATK," 01242775 Ext.2115, 09256184038","E Shed, Rm 90, G Flr, Thein Gyi Market,"
Yangon Region,Pyigyi Tagon,,Thaung," 092015616, 09962015616","PaPa-6/80, 65 St., North of Yaw Min Gyi St.,"
Mandalay Region,Pyigyi Tagon,Industrial Constructors/Equipment & Supplies,Aung, 092013752,"50 St., Corner of Shwe Hlan Bo St,"
Yangon Region,Pyigyi Tagon,,Taw Win," 092001189, 09444046789","50 St., Corner of Mat Khayar St.,  Industrial Zone(2),"
Yangon Region,Pyigyi Tagon,,Kyaw Thein(U)," 025154012, 092028503","PaPa-11/6+7,61 St.,Between Yaw Min Gyi St. and Tha Khin Phoe Hla Gyi St.,"
Yangon Region,Pyigyi Tagon,,Kyaw Nyein(U) & Sons, 025154057,"PaPa-10/82, 61 St., Industrial Zone(1),"
Yangon Region,Hlaing Thar Yar,Hardware Merchants & Ironmongers,Amazing Diamond," 09783903477, 09977292308","Bldg B/20, Rm 96, Kyan Sit Thar St., Nawaday Shop House,"
Yangon Region,Seik Kan,Hardware Merchants & Ironmongers,Arlue [Ko] & Brothers," 09422533999, 098553042","Bldg B/2, Strand Rd., Near Y  Kin, Maw Tin Ward,"
Yangon Region,Pyigyi Tagon,,Khaing Khant Thu," 09402515110, 09259228334","H-218/29,Between Avrest St and Kanaung Min Thar Gyi St,   Industrial Zone"
Yangon Region,Thaketa,Indigo [Manu/Dist],Thabarwa," 01541492, 0973167173","35, Anawmar 18th St., Ward (2-North),"
Yangon Region,Chan Aye Thar Zan,,Sein," 0991035481, 0991004752","120, 28 St., Between 81 St. and 82 St.,"
Yangon Region,South Dagon,Boat Equipment & Accessories,Thar Thar, 095164448,"2819/2820, Chaung Thar St., Industrial Zone(2),"
Yangon Region,South Dagon,Agricultural Machineries & Tools,Tet Nay Lin, 0973090325,"612, Inlay 2nd St., Industrial Zone (2),"
Yangon Region,Pabedan,Indigo [Manu/Dist],Kyi Maung [U]," 09421003937, 01370622 Ext.373","A Shed, Rm 377, Thein Gyi Market,"
Yangon Region,North Okkalapa ,Indigo [Manu/Dist],Mermaid," 095095616, 095105283, 0973018409","268, Nilar 6th St., Ga Nge Ward,"
Yangon Region,North Okkalapa ,Plastic Processing & Raw Materials,Sky Blue, 0931277563,"1057, Bonmar 17th St., Nya Ward,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung Kyaw Than, 09450045927,"B/199,Sinte St.,Industrial Zone (3)"
Yangon Region,North Okkalapa ,Indigo [Manu/Dist],Gamone Inn," 09450019240, 01695185","413, Innwa St., Shwe Paukkan Ward (16),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung Kyaw Phyo," 0949302150, 09260055566","D/121, Kyauk Pahtoe St., Industrial Zone (3),"
Yangon Region,Thaketa,,Thabarwa," 01541492, 0973167173","35, Anawmar 18th St., Ward (2-North),"
Yangon Region,Latha,Hardware Merchants & Ironmongers,Aung Kaung," 0973138067, 0973058276","51/53/J, Anawrahta Rd.,"
Yangon Region,Latha,Betel Nuts & Assortments,Black Pearl [Pearl Net]," 09422205858, 01240600 Ext.4653, 098624731","D Shed, Rm A/65, Underground, Thein Gyi Market,"
Yangon Region,Pyigyi Tagon,,Tokyo," 09259233570, 0947130882","La La-81/87, Shwe Hlan Bo St, Between 50 St. and 51 St., Industrial Zone(2),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung Aung Family," 095070234, 095116953, 09420043794","D/1/181/182, Yae Nan Chaung St., Industrial Zone (3),"
Yangon Region,Latha,Hardware Merchants & Ironmongers,Aung Family," 01378190, 01378191, 01378192, 095031551, 095191912, 01378193","103, 1st Flr, Shwe Dagon Pagoda Rd., Lower Block,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung Kyaw Oo [Ko], 09420068000,"14/15, Kintar St., Industrial Zone 3,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung Gyi, 09420009522,"Zaung Tu St.,Industrial Zone (3)"
Yangon Region,Kamayut,Industrial Constructors/Equipment & Supplies,"United Gamma NDT & Engineering Co., Ltd."," 0973004281, 09254502023","Rm 001, Bldg 37/43, Kun Chan 1st St., Hanthar Yeik Mon Housing,"
Yangon Region,Pabedan,Beans & Pulses,Chan Thar Gyi," 01383437, 095040190, 01370622 Ext.545","A Shed, Rm 565/F, Thein Gyi Market,"
Yangon Region,Pabedan,Indigenous Medicinal Ingredients [Palahsei],Aung Yadanar," 095148136, 0973047928, 09450042532, 01382600 Ext.207, 01372957 [Res]","A Shed, Rm 472/473/477, Thein Gyi Market,"
Yangon Region,Pyigyi Tagon,,United Power," 025152145, 095001534","PaPa-7/86+87, 64 St., Between Yaw Min Gyi St. and Tha Khin Phoe Hla Gyi St., Industrial Zone(1),"
Yangon Region,Pabedan,Export & Import Companies,"Ah Myin Thit Aung Tharaphu Co.,Ltd."," 01378613, 01381169, 0973246652, 095082816","111, 27th St., Upper Middle Block,"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung," 01591789, 018100633, 0973227546, 09250005754","D/181, Kyauk Pahtoe St., Industrial Zone (3),"
Yangon Region,South Dagon,Hardware Merchants & Ironmongers,Aung," 01591789, 018100633, 0973227546, 09250005754","C/51, Kyauk Pahtoe St., Industrial Zone (3),"
Yangon Region,Pabedan,Beans & Pulses,"Asia Multi Trading Co.,Ltd."," 01378136, 01378139, 095100481","100,28th St.,Upper Middle Block"
Yangon Region,Pabedan,Packing/Filling & Wrapping Materials & Equipment,Atlas Chemicals Centre," 01252512, 01385536, 01385550, 01246845, 01254610, 01254462","133/135, 27th St., Upper Block,"
Yangon Region,Kamayut,Construction Services,BMB [Best Metal Building][BMB & AJST]," 012304370, 09421174574, 095133269","Bldg C, Rm 103, 1st Flr, Yuzana St., Yuzana Highway Complex,"
Yangon Region,Insein,Hardware Merchants & Ironmongers,Aung," 0973229929, 09250505196","714, Bayint Naung Rd., Ywar Ma (West) Ward,"
Yangon Region,North Dagon,Industrial Constructors/Equipment & Supplies,"Sub-Way Industrial Services & Logistia Support Co.,Ltd."," 09253525458, 09971990403","1306,Tharaphi St.,Ward (34)"
Yangon Region,Kyeemyin Daing,Industrial Constructors/Equipment & Supplies,"Ayeyarwaddy Development Public Co.,Ltd."," 01508070, 01508232~4","Rm 1104~1106, 11th Flr, Lower Kyee Myin Daing Rd., Ye Ta Khon Tower,"
Yangon Region,Sanchaung,Industrial Constructors/Equipment & Supplies,Fritz Werner Industrie-Ausriistungen GmbH [Yangon Branch]," 01514224, 01514225, 01503429","Bldg A, Rm 501, 5th Flr, Dagon Centre I,"
