state,township,name,contact,street,Category
Yangon Region,Mingalar Taung Nyunt,Phoo Pwint, 09402716351,"Thamain Bayan St.,Corner of Pathein Nyunt 3rd St.,Pathein Nyunt Ward",Dining
Yangon Region,Hlaing Thar Yar,Phyo, 098583060,"Rm Kha/29, Kyaik Latt St., Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Ahlone,Sann Thit," 01228503, 0931313200","27, Ngu War St., Saw Yan Paing (South) Ward,",Dining
Yangon Region,Tarmwe,Sann Sann Myint, 0973056637,"130, Rm 5/6, Thamain Bayan Rd., Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,Thaketa,Sann Htike," 09421007476, 0973087336","Rm 1/2, Min Nandar Rd., Si Pin Compound, Ah Naw Mar Ward (1),",Dining
Yangon Region,Tarmwe,Sandar [Ma], 09448001537,"12, 164th St., Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,Hlaing Thar Yar,Sane Lann So Pyay, 09420110231,"328, Sin Phyu Shin St., Ward (9),",Dining
Yangon Region,Thingangyun,Saing Thit, 09784902178,"236/Ka, Than Thu Mar Rd., Thut Waing Gyee Ward,",Dining
Yangon Region,Tarmwe,Rakhine," 09423716507, 09250002368","737/741, Marlar Nwe St., Myittar Nyunt Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Pyay," 0943083788, 09420027590","9, 90th St., Kan Daw Kalay (East) Ward,",Dining
Yangon Region,Tarmwe,Pyin Oo Lwin," 01299267, 09402608873","18, Ma U Gone St., Ma U Gone Ward,",Dining
Yangon Region,Sanchaung,Pyi Kyaw," 01537997, 09783883877","34, Thiri Mingalar St., Myae Ni Gone (North) Ward,",Dining
Yangon Region,Hlaing,Shan Ma [Ma], 0973127746,"Za Gwel Shed, Thiri Mingalar Market,",Dining
Yangon Region,Hlaing,Shan Ma Lay, 0973144658,"Za Gwel Shed, Rm 16/17/18, Thiri Mingalar Market,",Dining
Yangon Region,North Okkalapa ,Sein Family," 018610546, 09254446047, 0973110822","1118, Thu Nandar Rd., Ta Ta Lin Cheik Ward,",Dining
Yangon Region,Hlaing,See Sein Shin, 09421133775,"161, Butar Yon St., Corner of Aung Mar Ga St.,Ward (1),",Dining
Yangon Region,Hlaing,Saydanar Shin," 01534840, 0973030129","501, Dhamar Yon St., Ward (10),",Dining
Yangon Region,Shwe Pyi Thar,Saydanar, 09799718049,"Rm 28, Nawarat St., Sports & Physical Education Compound, Ward (8),",Dining
Yangon Region,Tarmwe,Saw Yin [Daw]," 09420025728, 0930165906","22/24/B, East Race Course Rd., Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,Tarmwe,Saung Cherry," 01552224, 0931068889","131, Aung Mingalar St., Kyauk Myaung (East) Ward,",Dining
Yangon Region,Hlaing,Seik Kyaik, 0931305780,"Sa Lone Shed, Rm 1, Thiri Mingalar Market,",Dining
Yangon Region,Mingalar Taung Nyunt,Shwe Kaung Kywel [5]," 01383725, 0973213279","83/85, Myanma Gone Yee St., Corner of 94th St.,Kan Daw Kalay (South) Ward,",Dining
Yangon Region,Hlaing,Shwe Hnin Si, 095029834,"Rm 1, MICT Park,",Dining
Yangon Region,Hlaing,Shwe Hlyan Phyo [Kyite Kha Mee]," 09425324513, 0973126220","40, Parami Rd., Ward (16),",Dining
Yangon Region,Tarmwe,Shwe Htoo Ngwe Htoo, 09254119072,"1306, Zarti Gone St., Myittar Nyunt Ward,",Dining
Yangon Region,Thingangyun,Shin Thant, 095055811,"33, Than Thu Mar Rd., Nga Moe Yeik Ward,",Dining
Yangon Region,Hlaing Thar Yar,Shu Khin Ayeyar, 09253777224,"Rm Ga Gyi/21, Hinthada St., Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Tarmwe,Shwe Byine, 09791721745,"1, 151st St., Corner of Kyaikkasan Rd.,Byine Yay Oh Sin Ywar Ma Ward,",Dining
Yangon Region,Tarmwe,Shan Yadanar," 095402688, 0973115770","18, Tamwe Zay Haung St., Corner of 164th St.,Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,Kyauktada,Shar," 0973066515, 09975913521","216, Rm 1, 35th St., Upper Block,",Dining
Yangon Region,Hlaing,Shoon Shoon, 09971116541,"26, Hlaing River 2nd St., Ward (1),",Dining
Yangon Region,Shwe Pyi Thar,Shwe Myint Moh," 01611420, 095161273","4/A, Bayint Naung Rd., Near Htan Chauk Pin Junction, Ward (5),",Dining
Yangon Region,Mingalar Taung Nyunt,Shwe Myittar," 09455050639, 09420112128","660, Upper Pazundaung Rd., Infront Of Ka Toh Seik Ward,",Dining
Yangon Region,Yankin,Shwe Myaing [Mawlamyaing]," 09450059697, 01556194","Bldg 275, Rm 3, Yankin Rd., Ward (2),",Dining
Yangon Region,Tarmwe,Shwe Min Thar, 01557232,"24, Kyauk Yae Twin St., Corner of Myo Thit 1st St.,Kyauk Myaung (East) Ward,",Dining
Yangon Region,Hlaing Thar Yar,Shwe Li Toe," 09448014677, 0949343944","Rm Sa Lein/5, Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Dagon Seikkan,Shwe Maung Maung," 09250240715, 09254498524","Bldg 9, Rm 003, G Flr, Yuzana Garden City Housing,",Dining
Yangon Region,Tarmwe,Shwe Latt Yar," 09421003839, 09261330550","50, Thamadeikhti St., Ma Hlwa Gone Htay Kywe Ward,",Dining
Yangon Region,Tarmwe,Shwe Khaung Laung, 01542716,"Thamain Bayan Rd., Si Pin Shop Room, Ma Hlwa Gone Htay Kywe Ward,",Dining
Yangon Region,Sanchaung,Shwe Kyar Ni," 09963300653, 0943183129","32, Kyaung Kone St., Linn Loon (North) Ward,",Dining
Yangon Region,Hlaing,Shwe Khaung Laung, 09254620000,"Za Gwel Shed, Thiri Mingalar Market,",Dining
Yangon Region,Hlaing Thar Yar,Shwe Yee Oo, 09421106636,"78, Ta Pin Shwe Htee St., Ward (1),",Dining
Yangon Region,Tarmwe,Shwe Sar Myein, 09255993410,"26, Ma Hlwa Gone St., Kyauk Myaung (Upper) Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Shwe Thein, 09253355808,"1, Rm 2, Bo Min Yaung Rd., Corner of 118th St.,Yae Twin Gone Ward,",Dining
Yangon Region,Ahlone,Shwe Pyi," 012300226, 095363701, 09979108983, 09782145047","56, Thate Pan St., Sin Min Ward,",Dining
Yangon Region,Tarmwe,Shwe Nyi Ko, 09455754533,"458, Banyar Dala Rd., Byine Kwet Thit Ward,",Dining
Yangon Region,Hlaing Thar Yar,Shwe Ohn Pin," 09795217157, 09971821033, 09976644859","Rm Ga Nge/16, Pann Ta Naw St., Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Tarmwe,Shwe Taung Thar," 09979141518, 09771622746","51, Thadi Pahtan St., Ma Hlwa Gone Htay Kywe Ward,",Dining
Yangon Region,Hlaing Thar Yar,Shwe Nan," 09421120882, 09259010865","63, Shwe Yin Aye Zay St., Ward (18),",Dining
Yangon Region,Tarmwe,Shwe Win Win, 09264292845,"745, Layar Shwe Myay St., Myittar Nyunt Ward,",Dining
Yangon Region,Hlaing,Shwe Nyaung Pin, 0930003661,"Za Gwel Shed, Rm 3/4/5, Thiri Mingalar Market,",Dining
Yangon Region,Mingalar Taung Nyunt,Swal Lann," 09794138009, 0932073921, 09782260118, 0973068265","96, Myanma Gone Yee St., Kan Daw Kalay (East) Ward,",Dining
Yangon Region,Tarmwe,Sone See Yar, 09420041650,"36, Rm 1, South Race Course Rd., Sports Off. Compound, Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Su Hlaing [Ma]," 01290791, 09421034928, 095414701","Kyaung St., Corner Of Maezali Monastery Compound, Mingalar Taung Nyunt Ward,",Dining
Yangon Region,Tarmwe,Soe Moe [Daw], 09252292662,"148th St., Corner of Banyar Dala Rd.,Pyar Yae Gone Ward,",Dining
Yangon Region,Hlaing Thar Yar,Shwe Zalat, 09420269336,"1104/A, Bo Moe Kyo St., Corner of Min Ye Kyaw Swar St.,Ward (20),",Dining
Yangon Region,Ahlone,Smile," 09254061094, 09425328447","414, Lower Kyee Myin Daing Rd., Kayin Chan Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Shwe Yoeyar Star," 09789238945, 09262227893","89/B, Yae Kyaw St., Kyi Taw Ward,",Dining
Yangon Region,Tarmwe,Shwe Yunan, 09402602918,"51, Kyar Kwet Thit St., Pathein Nyunt Ward,",Dining
Yangon Region,Hlaing,Sone Pyaw," 0949337938, 09254048093","Rm 2, G Flr, MICT Park,",Dining
Yangon Region,Tarmwe,Shwe Yee Win," 09262619001, 0936226970, 0949742194","50, Thamadeikhti St., Ma Hlwa Gone Htay Kywe Ward,",Dining
Yangon Region,Hlaing Thar Yar,Than Lwin," 09250573849, 09254001289","Rm Kha/16, Kyaik Latt St., Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Hlaing,Tha Pyay Oo, 09260110073,"204, Yadanar Mon St., Corner of 9th St.,Ward (2),",Dining
Yangon Region,Tarmwe,Thati Pahtan," 09795952912, 09250562371","Thadi Pahtan St., Corner of Kyaikkasan Rd.,Kyarr Kwet Thit Ward,",Dining
Yangon Region,Hlaing Thar Yar,Taung Paw Thar, 0973085391,"Rm Sa Lein/8, Pann Ta Naw St., Dagon Ayar Highway Bus Compound,",Dining
Yangon Region,Tarmwe,Thamee Taw," 0973106512, 0930312137","26, Zahtila St., Ma Hlwa Gone Htay Kywe Ward,",Dining
Yangon Region,Tarmwe,Thapyay Nyo, 09470093385,"9, Dhama Wi Ha Ra St., Kyarr Kwet Thit Ward,",Dining
Yangon Region,Hlaing,Tasty, 0932245040,"Rm 6, MICT Park,",Dining
Yangon Region,Yankin,Taing Yin Thar," 0973221717, 09787154799","5, Rm A, Thitsar Rd., Ward (6),",Dining
Yangon Region,Mingalar Taung Nyunt,Swal Lann," 095046720, 09450056311","91/B, Yae Kyaw St., Kyi Taw Ward,",Dining
Yangon Region,Hlaing,Swe Thahar, 0949339958,"9, Parami Rd., Ward (16),",Dining
Yangon Region,Mayangone,Tine Yin Thar," 019660792, 0973221717","5/A, Parami Rd., Corner of May Kha St.,Ward (10),",Dining
Yangon Region,Hlaing Thar Yar,Tin Aung [U], 09421044184,"10/B, Mandalay St., Ward (12),",Dining
Yangon Region,Mingalar Taung Nyunt,Thwe Thwe Soe [Daw], 09250890920,"53, Mandalay St., Kan Daw Kalay (South) Ward,",Dining
Yangon Region,Tarmwe,Thingaha, 0931040894,"201, Thamadi St., Corner of Kyauk Myaung Zay St.,Byine Yay Oh Sin Ywar Ma Ward,",Dining
Yangon Region,Dagon,Thukha Yeik, 0973227010,"24/4, Bo Yar Nyunt St., Corner of Nawaday St.,Yaw Min Gyi Ward,",Dining
Yangon Region,Hlaing Thar Yar,Thazin Aye, 09250735896,"348/A, Sin Phyu Shin St., Ward (9),",Dining
Yangon Region,Kyeemyin Daing,Thidar Oo, 01223830,"Bldg 35/39, Rm 004, G Flr, Taw Win St., Htee Dan Housing, Zay Galay Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Thet Naing [U], 09252418197,"44, 93th St., Kan Daw Kalay (South) Ward,",Dining
Yangon Region,Mingalar Taung Nyunt,Thazin, 0930195974,"Upper Pazundaung Rd.,Near W.A.O,Set Sann Ward",Dining
Yangon Region,Mingalar Taung Nyunt,Tin Aung Hlaing [Ko], 09252402763,"Upper Pazundaung Rd., ABC Bus Stop, Pathein Nyunt Ward,",Dining
Yangon Region,Thingangyun,Wuntharnu," 018565446, 09420036811","2, Rm 1, Than Thu Mar Rd., Thuwana/29 Ward,",Dining
Yangon Region,Hlaing,Win [Daw] + Cho [Daw], 09264004010,"Za Gwel Shed, Rm 43/44/45, Thiri Mingalar Market,",Dining
Yangon Region,Insein,Win Myanmar," 095082435, 01645878","Rm 8/9, Lower Mingalardon Rd., Near No (1) Footware Factory Shop Room, Phawh Kan Ward,",Dining
Yangon Region,Hlaing Thar Yar,Waing Waing Lel,,"59/B, Myint Thiri St., Corner of Bo Aung Kyaw St.,Ward (16),",Dining
Yangon Region,Shwe Pyi Thar,Wady, 09420085697,"100, Pearl St., Ward (12),",Dining
Yangon Region,Hlaing,Toe Toe," 098610635, 0943165842","23, Than St., Ward (7),",Dining
Yangon Region,Kamayut,Tun Thit," 0949777880, 098614584","Kyun Taw Rd.,Near Hanthar Waddy Golf Driving Range,Ward (7)",Dining
Yangon Region,Hlaing,Toe Toe," 0943165842, 09250493867","Bldg 2, Rm 004, Yangon-Insein Rd., Hlaing Thiri Housing,",Dining
Yangon Region,Tarmwe,Win Shwe Wah," 0949307284, 09420043401","24, 167th St., Tarmway Gyee (Kha) Ward,",Dining
Yangon Region,South Okkalapa ,Win [Daw]," 09428025603, 098578560","403, Mya Lay St., Ward (14/1),",Dining
Yangon Region,Hlaing Thar Yar,Zar Chi, 09259156054,"698/B, Mandalay St., Ward (12),",Dining
Yangon Region,Tarmwe,Zeyar Thukha," 01205527, 0943399933","20, Ma U Gone St., Ma U Gone Ward,",Dining
Yangon Region,Yankin,Yoon Myoh Thu, 0973099711,"Bldg 214, Rm 4, Yan Shin St., Ward (3),",Dining
Yangon Region,Hlaing Thar Yar,Yathar Thit, 09254621452,"Sin Phyu Shin St., Corner of Monywar St.,Ward (9),",Dining
Yangon Region,Hlaing,Z-A Parami," 095122677, 0973043255","Bldg 7, Rm 001, Parami Rd., Parami Housing,",Dining
Yangon Region,Tarmwe,Yoon Twe Tar, 09799241405,"846, Thamadi St., Myittar Nyunt Ward,",Dining
Yangon Region,North Okkalapa ,Za Lon Gyi," 09250608718, 09799487641","Rm 2, Wai Bar Gi St., Corner of Thudhamar Rd.,Ka Pa Ya Shop Room, Za Myin Zwel Ward,",Dining
Yangon Region,South Okkalapa ,Ya Thar Kaung," 095002261, 01571473","504, Yadanar Rd., Ward (11),",Dining
Yangon Region,Kyauktada,Classic," 0973001843, 098625546","227, 35th St., Upper Block,",Media
Yangon Region,Ahlone,La Wun, 09421743449,"123, Sin Min St., Saw Yan Paing (North) Ward,",Media
Yangon Region,East Dagon,Mya Khwar Nyo, 09254117416,"1079, Rm 5, Sat San Htun St., Corner of Nyaung Oo Phee St.,Ward (1),",Media
Yangon Region,Mingalar Taung Nyunt,Moon Star," 09975441656, 09798155066","42, 120th St., Yae Twin Gone Ward,",Media
Yangon Region,Kamayut,Frolick," 01527242 Ext.3042, 0949208005, 098621950, 09791709708","2nd Flr,Junction Square",Food
Yangon Region,Kyeemyin Daing,Hello," 095093740, 0973107993, 09448007633, 0943176040","8, U Phoe Htoo St., Thar Du (West) Ward,",Dining
Yangon Region,North Okkalapa ,Sein Lann Myanmar," 09450596938, 09783249122, 09421024418, 0943033650","6, Thudhamar Rd., Nya Ward,",Dining
Yangon Region,Hlaing Thar Yar,Sane Lann Myanmar," 0943033650, 09421024418, 09254240850","301/B,Sein Pan Myaing St.,Ward (7)",Dining
Yangon Region,Shwe Pyi Thar,Sein Lann Myanmar," 0943033650, 09797797172, 09421176413","31/A, Bogyoke Aung San Rd., Near Htanchaukpin Junction, Ward (5),",Dining
Yangon Region,Mayangone,Sun Flower," 09421048175, 0973039946","406,Thamaing Butar Yon 9th St.,Ward (1)",Dining
Yangon Region,Tarmwe,Aung Theiddi, 09425295249,"218, Kyaikkasan Rd., Kyarr Kwet Thit Ward,",Medals
Yangon Region,Kyauktada,Colour World [Yaung Sone Kabar], 01245389,"130/A, 34th St., Upper Middle Block,",Service
Yangon Region,Hlaing Thar Yar,Shwe Pon Yeik," 09793217816, 09452242577","884/B, Min Yarzar St., Ward (20),",Service
Yangon Region,Kyauktada,Art Framing Work," 01374127, 01380853, 095142437, 0973058239","207, Seikkanthar St., Upper Middle Block,",Service
Yangon Region,Kyauktada,Asia," 09425018453, 0973034623","160, 1st Flr, Anawrahta Rd.,",Service
Yangon Region,Hlaing Thar Yar,Aung Pyae Sone, 09420075691,"267, Bo Aung Kyaw St., Ward (14),",Service
Yangon Region,Tarmwe,Aung Thiddi,,"218, Kyaikkasan Lane,   Near Kyauk Myaung Market,",Service
Yangon Region,Pabedan,Loke Thar, 01246579,"26, 25th St.,",Service
Yangon Region,Tarmwe,Myat Myittar, 095132867,"11/B, G Flr, Maggin St., Kyarr Kwet Thit Ward,",Service
Yangon Region,Pabedan,Nady," 0973066782, 0943063780, 09972986719","28, 25th St., Lower Middle Block,",Service
Yangon Region,North Okkalapa ,Min Min [U]," 09420060734, 095188172","571, Karunar 2nd St., Ta Ta Lin Cheik Ward,",Service
Yangon Region,North Okkalapa ,Myat Mikhin," 09420027923, 0932165833","653, Karunar 2nd St., Ta Ta Lin Cheik Ward,",Service
Yangon Region,Kyauktada,KMT [Khin Myo Thet]," 095411755, 09421120423","212, 36th St., Upper Block,",Service
Yangon Region,Kamayut,Dasiy," 09799905110, 0932245548, 09790135788, 01502295 [Res]","113, Rm 1, Lat Khote Pin St., Ward (1),",Service
Yangon Region,Pabedan,First Classic," 0973027136, 0931288171","150, 1st Flr, 28th St., Upper Middle Block,",Service
Yangon Region,Dawbon,Kyal Wun Thar," 09448012485, 0973003090, 09795153052","33, Bo Tayza St., Bo Htun Zan Ward,",Service
Yangon Region,Pabedan,Shwe Thamin," 09422528429, 09972659880, 09263281686, 0932021493","Bldg 3, Rm 16, 1st Flr, Thein Gyi Market,",Service
Yangon Region,Kyauktada,Shwe Myint Moh," 0931130883, 09421173182, 09428334190","167, G Flr, 33rd St., Upper Block,",Service
Yangon Region,Mingalar Taung Nyunt,Royal Fuji," 095162976, 0973113138, 09250586007","Bldg 57, Rm 2, Gyo Phyu St., Hpa-Sa-Pa-La Housing,",Service
Yangon Region,North Okkalapa ,Pann Latt Yar," 09420282111, 095043745, 019690583","567, May Darwi Rd., Za Myin Zwel Ward,",Service
Yangon Region,Mingalar Taung Nyunt,"Printing Bee Co.,Ltd."," 09972256335, 09972256355","23, Kun Chan St., Aung San Stadium (South Wing), Thein Byu Mee Ya Htar Ward,",Service
Yangon Region,Kamayut,Ngwe Kanote Pann," 0943158350, 09254104647, 098023721, 09420138412, 01521413 [Res]","117, 1st Flr, Baho Rd., Ward (3),",Service
Yangon Region,Pabedan,R.D," 09420080026, 09421063378","126,27th St.,Upper Middle Block",Service
Yangon Region,Kyauktada,OA," 01241744, 09250024678","256, G Flr, 35th St., Upper Block,",Service
Yangon Region,Tarmwe,Show," 095106872, 01557123","450/B, Banyar Dala Rd., Infront Of Shin Par Ku Hospital, Byine Kwet Thit Ward,",Service
Yangon Region,Pabedan,Saw Lwin [U], 0958004875,"72, 32nd St.,",Service
Yangon Region,Pabedan,Zarni [Ko]," 0973020524, 0973130189","58,1st Flr,27th St.,Lower Middle Block",Service
Yangon Region,Kyauktada,United," 01374060, 0973058148","132, 1st Flr, 33rd St., Upper Middle Block,",Service
Yangon Region,Kyauktada,Wonderlux Knife Frame Enterprise, 01245065,"196/A,33rd St.,Upper Block",Service
Yangon Region,Kyauktada,TM [2]," 0973202477, 0973067763, 01383027","220, 36th St., Upper Block,",Service
Yangon Region,North Okkalapa ,Thein Win [U]," 0973018387, 09250285939","575, Karunar 2nd St., Ta Ta Lin Cheik Ward,",Service
Yangon Region,North Okkalapa ,Soe Aung [U]," 0931278109, 09260290016","211, Mya Yadanar 6th St., Kha Ward,",Service
Yangon Region,Kyauktada,TM [2]," 01383027, 0973067763","213/B, 36th St., Upper Block,",Service
Yangon Region,Pabedan,TM," 01246937, 095126654, 095177876, 0973060477, 09250023206","217, Anawrahta Rd.,",Service
Yangon Region,Botahtaung,Sea King Freight Company Limited.," 01201637, 095070237, 09421152898","Bldg 153, 4th Flr, Anawrahta Rd., Apt 301,",Service
Yangon Region,Botahtaung,C | K | E," 01380845, 01380846","126, 1st Flr, Bogalay Zay St.,",Service
Yangon Region,Sanchaung,Royal House," 095015645, 095502281, 09775506688","16, Ma U Pin St.,",Service
Mandalay Region,Maha Aung Myay,Ngwe Kabar," 0236846, 092036846","A-33, 38 St.,Between 80 St. and 81 St.,",Service
Yangon Region,Pabedan,"E.F.R Forwading & General Service Co.,Ltd."," 0973189815, 0973189816, 0973189831","608,Rm 14/E/F,14th Flr,Merchant Rd.,Bo Son Patt Tower",Service
Yangon Region,Dagon,DHL Global Forwarding Myanmar Ltd.," 01371375, 01255975","Rm 710,7th Flr,La Pyayt Wun Plaza",Service
Yangon Region,Dagon,Conteast Lines Orient Ltd. [Dongnama Line], 01371380,"Rm 803,8th Flr,La Pyayt Wun Plaza",Service
Yangon Region,Pazundaung,"AWS [Myanmar] Co.,Ltd."," 019010848~9, 0973213351","119/121, 7th Flr, Anawrahta Rd., Upper Block,",Service
Yangon Region,Mayangone,Daehwa Plus Myanmar Ltd., 01665675,"36,Aung Thukha St.,9 Mile,Ward (5)",Service
Yangon Region,Kamayut,Ah Yone Thit [Wing Dragon Trading PTE.LTd.]," 0973200941, 09420062272","144/C, 1st Flr, Yangon-Insein Rd., Ward (2),",Service
Yangon Region,Dagon,Continental Forcoarding Services, 01371380,"Rm 803, 8th Flr, La Pyayt Wun Plaza,",Service
Yangon Region,Pazundaung,"Blue Ocean Agency Co.,Ltd."," 01201393, 0973133094, 018610423, 0973152947","Bldg B, Rm 703, 7th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex,",Service
Yangon Region,Lanmadaw,"Asia Yarzar Global Shipping Co.,Ltd."," 09798240518, 095106284, 012316682, 01225086, 095103172, 01228510 [Res], 095103171","11/A, Phoe Yarzar St.,",Service
Yangon Region,Botahtaung,"Gulf Shipping Management Co.,Ltd."," 01383468, 01392423, 01256949","170/176,Rm 201,2nd Flr,Bo Aung Kyaw St.,MGW Centre",Service
Yangon Region,Botahtaung,Helio Business Corporation," 019010603, 019010604, 019010767, 01397678, 09252804874, 09252804875","Rm 805, 8th Flr, Bo Myat Tun Tower (A),",Service
Yangon Region,Yankin,Dy Kormar ULC," 09261661282, 09261999379","Bldg 8/6, Rm 4, Yan Aye St., Yan Aye Housing,",Service
Yangon Region,Botahtaung,Gold Star Line," 01254605, 01374549, 01371552","Rm 902,9th Flr,Strand Rd.,MMG Tower",Service
Yangon Region,Botahtaung,"Golden Sea & Land Forwarding Co.,Ltd."," 01384717, 01380788, 01373227, 01204027","81, Thein Phyu Rd., Lower Block,",Service
Yangon Region,Pazundaung,"E.F.R-Glink Express Services Co.,Ltd."," 01202510, 01397959, 019000668~69","Bldg B, Rm 1001, 10th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex,",Service
Yangon Region,Botahtaung,"Golden Voyage Services Co.,Ltd."," 01296207, 01397153, 019010310, 09421061677","116/118, Rm 12/B, 12th Flr, Bo Myat Tun St., Lower Middle Block,Cherry Condo,",Service
Yangon Region,Pazundaung,"Ever Flow River Forwarding & General Services Co.,Ltd."," 01202510, 019000668~69, 01397959","Bldg B, Rm 1001, 10th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex,",Service
Yangon Region,Dagon,Great Services Ltd.," 01370840, 01370841","Rm 811, 8th Flr, La Pyayt Wun Plaza,",Service
Yangon Region,Bahan,"Everich Sealandair Co.,Ltd."," 01401453, 0973037262","5/9,G Flr,Kyaung St.,Saya San (North-West) Ward",Service
Yangon Region,Botahtaung,"Faith & Trust Co.,Ltd.",,"224/226,Rm 1101,11th Flr,Bo Aung Kyaw St.,Lower Middle Block",Service
Yangon Region,Botahtaung,"International Forwarding Co.,Ltd."," 01253942, 0973175464","448/450, 2nd Flr, Merchant Rd.,",Service
Yangon Region,Botahtaung,"Jokomo Int'l Co.,Ltd."," 0973043113, 01398135","101,1st Flr,42nd St.,Lower Middle Block",Service
Yangon Region,Lanmadaw,Khin Maung Than [U], 09798240518,"11/A, Phoe Yarzar St.,",Service
Yangon Region,Kyauktada,"Infinity Gateway Logistic Co.,Ltd.",,"225/227, Rm 806, 8th Flr, Bo Aung Kyaw St., Olympic Tower,",Service
Yangon Region,Mayangone,"Hyper Shine Forwarding Co.,Ltd."," 0973028267~70, 01651733, 095129125","7, Nagar Yon Pagoda St., 8  Mile, Ward (5),",Service
Yangon Region,Pabedan,"Htel War Thu [Inshallah Yes We Can Co.,Ltd.]"," 09260677772, 0973097678, 01253210","320, Rm E/4, 4th Flr, Anawrahta Rd.,",Service
Yangon Region,Botahtaung,"Helio Int'l Co.,Ltd."," 019010603, 019010604, 019010767, 01397678, 09252804874, 09252804875","Rm 805, 8th Flr, Bo Myat Tun Tower (A),",Service
Yangon Region,Botahtaung,"Helio Business Group Co.,Ltd."," 019010603, 019010604, 019010767, 01397678, 09252804874, 09252804875","222/226, Rm 805, 8th Flr, Maha Bandoola Rd., Bo Myat Tun Tower (A),",Service
Yangon Region,Bahan,"Hla Air & Marine Service Co.,Ltd."," 01558243, 01558276","Rm 705, 7th Flr, Shwe Gon Daing Rd., Yuzana Tower,",Service
Yangon Region,Botahtaung,Helio Int'l Services Pte Ltd.," 019010603, 019010604, 019010767, 01397678, 09252804874, 09252804875","Rm 805, 8th Flr, Bo Myat Tun Tower (A),",Service
Yangon Region,Kamayut,"Myanmar Marine Co.,Ltd. [LLOYD'S Agency]"," 01503756, 01534149","Bldg 11, Rm 8, 1st Flr, Mya Kan Thar St., Mya Kan Thar Housing, Ward (2),",Service
Yangon Region,Thingangyun,Myanmar Lett Yar General Trading Co-operative Ltd., 095171483,"79, Rm 6, Yae Nant Thar St., Thuwana/24 Ward,",Service
Yangon Region,Hlaing,"Myanmar Northern Star Co.,Ltd."," 01530552, 01513092","20, Aye Yeik Mon 1st St., Ward (3),",Service
Yangon Region,Mingalardon,Man Thitsar [Yangon-Kyauk Phyu-Yan Byae-Taung Gote], 0943200675,"Hta Wun Bae Shed, Rm B/3, Set Hmu St., Aung Mingalar High-Way Bus Terminal,",Service
Yangon Region,Sanchaung,Lucky Seven Freight Forwarding Group," 098635540, 09450040992","39, Baho Rd., Than Tadar Ward,",Service
Yangon Region,Mingalar Taung Nyunt,KLCC [Malaysia], 095181748,"13, 5th Flr, 123th St., Tha Pyay Gone Ward,",Service
Yangon Region,Thingangyun,Myanmar Air Tiger Express Ltd. [ATE Group]," 018560104, 018560105, 018560005, 095156296, 0973243273","56/B, Waiza Yan Tar Rd., Eaik Si Tan Housing,",Service
Yangon Region,Bahan,Lighting Moon Pte Ltd. [Lin Latt]," 01526793, 01511748","164,Dhama Zedi Rd.,Shwe Gon Daing (West) Ward",Service
Yangon Region,Kyauktada,"Land Sea Air Service Co.,Ltd."," 01249344, 01249543, 01249345, 01249364, 095108109","132, 1st Flr, Seikkanthar St., Lower Middle Block,",Service
Yangon Region,North Okkalapa ,Mate Kaung Zone," 09421089746, 09799522990, 09250167219, 0930295512","Khay Mar Thi Rd., Infront Of Mya Nandar Park, Sa Lein Ward,",Service
Yangon Region,Botahtaung,OV Logistic Ltd. [Myanmar]," 01385586, 01383531, 01383532, 01387472, 01254802","Rm 903, 9th Flr, Strand Rd., MMG Tower,",Service
Yangon Region,Sanchaung,"Ocean Gate Int'l Freight Forwarding Co.,Ltd."," 01524600, 0973060105","360, Rm 10, 1st Flr, Pyay Rd., Near Hantharwaddy Circle, Myae Ni Gone (North) Ward,",Service
Yangon Region,Botahtaung,New Life," 0973134541, 098617696, 09421096704","432/438, Rm 32, 4th Flr, Strand Rd.,",Service
Yangon Region,Mayangone,Nawarat Int'l Ltd.," 01658106, 0931994181","388, Rm 2/A, 2nd Flr, Wireless 3rd St., Ward (9),",Service
Yangon Region,Insein,"New Star Co.,Ltd.",,"63 Shed,Rm 5,Kyauk Sein 2nd St.,Saw Bwar Gyi Gone",Service
Yangon Region,Yankin,"New World Shwe Pyi Tan Co.,Ltd."," 01579220, 095085161, 095017349, 095103017","35,Phoe Yarzar St.,Ward (14)",Service
