name,street,township,contact,state,Category
United Against Child Trafficking [United ACT],"57/59, Rm 3/C, Bogalay Zay St., Lower Block,",Botahtaung," 09783697760, 0943116420",Yangon Region,Organization
Top Center,"215/A, Set Hmu 3rd St., Myittar Nyunt Ward,",Tarmwe," 018604413, 09421113793, 0943095188",Yangon Region,Organization
VSO,"17/B2, Tharyar Waddy St., Saya San Ward,",Bahan," 01401601, 09258434844",Yangon Region,Organization
Trocaire,"Bldg A, Rm A/021/022, 2nd Flr, Bargayar Rd., Shwe Pyi Aye Yeik Mon,",Sanchaung," 012304926, 012304799, 095090583",Yangon Region,Organization
Thirst - Aid Myanmar,"6,1st Flr,San Yeik Nyein 6th St.,Ward (2)",Kamayut," 095006064, 0973030693",Yangon Region,Organization
"Water, Research & Training Centre [WRTC]","97/1/A, Zin Yaw St., Ward (14/2),",South Okkalapa ," 095111880, 09792834613",Yangon Region,Organization
Top Asia Royal [Hope],"15/B, 8th Flr, Dhama Zedi Rd., Yuzana Centre, Myae Ni Gone (South) Ward,",Sanchaung, 0973047270,Yangon Region,Organization
Thone Pan Hla [Women's Garment Workers Co-operative],"Bldg 1,Rm 37,4th Flr,Pyay Rd.,Myo Pya Housing (North)",Mayangone," 0973214887, 095004060",Yangon Region,Organization
The Institute for Int'l Development [IID],"12, Kan Baw Za Rd., Shwe Taung Gyar Ward (2),",Bahan," 01534500, 09254877558",Yangon Region,Organization
Worldview Int'l Foundation,"Rm 201, 2nd Flr, Yaw Min Gyi St., Yaw Min Gyi Condo,",Dagon, 01375292,Yangon Region,Organization
World Vision Myanmar,"16/18, Shin Saw Pu Rd., Near Sakura Hospital, Kayin Chan Ward,",Ahlone, 09421139343~350,Yangon Region,Organization
The Association of Medical Doctors of Asia [AMDA],"19/B, Thukha Waddy St., Ward (6),",Yankin," 01556741, 01578353",Yangon Region,Organization
World Vision Myanmar,"1611, Bagan St., Ward (57),",South Dagon," 09421139343, 0973150196",Yangon Region,Organization
World Concern,"477/479, 5th Flr, Aye Yeik Thar 2nd St., Saya San Ward,",Bahan," 01557355, 01401554",Yangon Region,Organization
World Vision,"Bldg 6, Rm 006, Bayint Naung Rd., Aye Yeik Mon Housing,",Hlaing," 0931560509, 09257375784",Yangon Region,Organization
Wildlife Conservation Society [WCS],"Bldg 1, 2nd Flr, Aye Yeik Mon 1st St., Aye Yeik Mon Housing,",Hlaing," 01512838, 01512984, 01524893",Yangon Region,Organization
World Education,"Bldg 25, Rm 1, Yan Shin St., Palm Village,",Yankin, 018605048,Yangon Region,Organization
Welthungerhilfe,"59/A, Shwe Taung Gyar St., Shwe Taung Gyar Ward (2),",Bahan," 01513995, 011220721, 098614873",Yangon Region,Organization
Women Federation for Peace [WFFP],"Bldg A, Rm 160, Baho Rd., Muditar Condo,",Mayangone, 0973080551,Yangon Region,Organization
Welthungerhilfe,"H/109, Shwe Tharaphi 3rd St., FMI City,",Hlaing Thar Yar, 09254247046,Yangon Region,Organization
Yaung Chi Thit,"9, 1st Flr, U San Nyunt St., Sanchaung (North) Ward,",Sanchaung, 09250526789,Yangon Region,Organization
Yin Thway Foundation,"Rm 205, 2nd Flr, Alanpya Pagoda Rd., United Condo,",Dagon," 01384699, 0932437536",Yangon Region,Organization
Yangon Heritage Trust,"22/24, 1st Flr, Pansoedan St., Lower Block,",Kyauktada," 01240544, 0932100985",Yangon Region,Organization
Yangon School of Political Science [YSPS],"122, 51st St.,",Pazundaung, 01292205,Yangon Region,Organization
WWF [World Wide Fun For Nature],"15/C, Than Ta Man St., Corner of Taw Win St.,Pyay (West) Ward,",Dagon, 01229331,Yangon Region,Organization
"The Daily Eleven Co.,Ltd.","22, South Race Course Rd., Tarmway Gyee (Kha) Ward,",Tarmwe," 01400528, 01400524",Yangon Region,Media
Myawady,"15, Moe Kaung Rd., Ward (15),",Yankin, 01400697,Yangon Region,Media
Myanma Ah Lin,"53, Nat Mauk 1st  Lane., Bo Cho Ward (2),",Bahan," 01544314, 01544315, 01544316",Yangon Region,Media
Myanmar News Network [Democracy Today],"35/B/15, 2nd Flr, New University Avenue Rd., Saya San Ward,",Bahan," 0973080826, 018605191~3",Yangon Region,Media
"7 Days Daily [Information Matrix Co.,Ltd.]","Bldg E, 1st Flr, Pyay Rd., Diamond Condo,",Kamayut," 01512887, 01513515~9",Yangon Region,Media
"Kamayut Media Co.,Ltd.","17/A, San Yeik Nyein 6th St., Ward (3),",Kamayut, 0943067552,Yangon Region,Media
Annanda Gone Yee,"512, Bayint Naung St., Ward (26),",South Dagon, 095414485,Yangon Region,Media
The Standard Time Daily,"12th Flr, Chan Thar Plaza,",Mingalar Taung Nyunt," 018610581~3, 09421105085",Yangon Region,Media
Union Daily,"Thakhin Phoe Hla Gyi St., Corner of Myittar Rd., Ward (14/1),",South Okkalapa , 018500750~2,Yangon Region,Media
United Daily News Group,"Bldg A, Rm 607, 6th Flr, Pyay Rd., Thiri Condo, 9 Mile,",Mayangone," 019669565, 09798981877, 09402503847",Yangon Region,Media
The New Light Of Myanmar,"22/32,Strand Rd.",Botahtaung,,Yangon Region,Media
The Straits Times,"72, Chin Dwin St., Ward (10),",Kamayut," 01536260, 098762909, 0973184450",Yangon Region,Media
The Standard Time Daily,"Maha Thukha Lane, Kyi Taw Housing,",Mingalar Taung Nyunt," 09421105085, 09421105057, 019000038, 019000039, 095402731",Yangon Region,Media
"Living Color Media, The Voice Daily","157, West Race Course Rd., Kyaikkasan Ward,",Bahan," 09785555771, 09785555772, 09785555773, 09263200010, 09263200020, 09263200030, 09263200040~80",Yangon Region,Media
The Pyi Myanmar Daily [Swe Sone Media Group],"79/81,Rm 104,1st Flr,Anawrahta Rd.,Central Tower",Kyauktada," 01385293, 01392739, 01381979, 01392982, 0973039194",Yangon Region,Media
Padonmar Mhan,"43, Innwa St., Kyauk Myaung Gyi Ward,",Tarmwe, 09779941799,Yangon Region,Miscellaneous
"Golden Delivery Service Co.,Ltd.","70/72, Thamain Bayan Rd.,",Tarmwe,,Yangon Region,Miscellaneous
"Myanmar Golden Top Co.,Ltd.","25/A, South Race Course Rd.,",Tarmwe,,Yangon Region,Miscellaneous
Hong Kong,"54, U Yay Paw St., Hlaing Thar Yar Industrial Zone,",Hlaing Thar Yar," 01645088, 01645250, 0973224620",Yangon Region,Food
Diamond Horse International,"707/B, Mingalar St.,",South Okkalapa ," 09421763603, 09421755484",Yangon Region,Food
Bae,"2, Phan Chet Set St., Kannar (Mid) Ward,",Insein," 01709158, 01644820",Yangon Region,Food
Aung Kyaw,"17/18, Myawaddy Min Gyi St., Industrial Zone (4),",Shwe Pyi Thar," 01618152, 01618746, 01618747",Yangon Region,Food
Aung Mingalar,"371, May Darwi Rd., Za Myin Zwel Ward,",North Okkalapa ," 09421099719, 095417492, 098645763, 0943095654",Yangon Region,Food
Aung Hein [U],"479/B, Zwe Ka Pin St., Ward (54),",South Dagon," 09421179634, 0974040475",Yangon Region,Food
Apple,"206, Myin Wun U Aung Thu St., Industrial Zone (2),",Hlaing Thar Yar, 095505105,Yangon Region,Food
Grand Twin Brothers Ltd.,"Rm 2, Upper Pansoedan Rd., Aung San Stadium (East Wing), Hpa-Sa-Pa-La Ward,",Mingalar Taung Nyunt," 01252325, 01394874",Yangon Region,Food
Green City,"Rm D/8/E/9, G Flr, Nyaung Pin Lay Plaza,",Lanmadaw," 01211233 Ext.301, 09789887793",Yangon Region,Food
Gandamar,"90, Kanaung Min Thar Gyi St., Industrial Zone,",East Dagon," 095014176, 095104031, 095123724, 012585233",Yangon Region,Food
Golden World & Mingalar Noodles Production,"30, Than Chet Wun U Myue St., Industrial Zone,",East Dagon," 095119126, 0931561704",Yangon Region,Food
"Chindwin Dragon Co.,Ltd.","53, Kaing Dan St.,",Lanmadaw," 01225216, 095158311, 01215776, 01225219, 01215309",Yangon Region,Food
Cho Cho Industry Ltd.,"69, U Yay Paw St., Industrial Zone (2),",Hlaing Thar Yar," 01684724, 01684780, 01685840",Yangon Region,Food
Chit Thae Lay,"9, Kanaung 2nd St., Shwe Pauk Kan Industrial Zone,",North Okkalapa ," 01695316, 0931163888",Yangon Region,Food
Cherry,"29/A, 164th St., Tarmway Gyee (Kha) Ward,",Tarmwe," 01549765, 01543952, 095181637, 0943092400",Yangon Region,Food
"Deer Brother Co.,Ltd.","25, Myay Nu St., Myae Ni Gone (North) Ward,",Sanchaung," 01511678, 012304054, 01501435",Yangon Region,Food
Kauk [U],"771, Chaung Thar St., Industrial Zone (2),",South Dagon," 095016782, 01594211, 01591242",Yangon Region,Food
Hong Kong Interprise,"54, U Yay Paw St., Industrial Zone (2),",Hlaing Thar Yar," 01684741, 01685835, 01684580, 095145988, 01210579 [Res]",Yangon Region,Food
Kauk [U],"26, Upper Pazundaung Rd.,",Pazundaung," 01298751, 01290443, 095016782",Yangon Region,Food
Hong Kong Interprise,"81, Min Theiddi Kyaw Swar St., Industrial Zone (3),",Hlaing Thar Yar," 01685835, 095145988, 01685789, 01684580, 01684741, 01707054, 09794848211, 09794848233",Yangon Region,Food
Hnote Khan Hmwe,"138, 26th St., Upper Middle Block,",Pabedan," 095507184, 0949300583, 01382600 Ext.185",Yangon Region,Food
Golden World Noodle Distribution,"181/Kha, Bayint Naung St., Nya Ward,",North Okkalapa ," 0973242578, 0973242579, 0973064677, 09972465324, 0973064647",Yangon Region,Food
Hla Hla [Daw],"95/100, Kone Baung 2nd St., Industrial Zone (7),",Hlaing Thar Yar," 095130350, 09250322746, 09420043974",Yangon Region,Food
"Honesty Holding Mfg Co.,Ltd. [Wam B ]","163, Hakhar St., Industrial Zone (1),",South Dagon," 01591084, 018100032, 018100089",Yangon Region,Food
Hla Hla Kyu,"220, 38th St., Upper Block,",Kyauktada, 01384622,Yangon Region,Food
Kaung Kaung,"87, Nga Wun St., Industrial Zone(2),",South Dagon," 0973078838, 09253533050",Yangon Region,Food
"Han, Bon Kyaung","374, Yadanar Rd., Ward (11),",South Okkalapa ," 01579952, 0973000318, 095162387",Yangon Region,Food
Kyaw Thu,"34, Phan Chet Set St., Kannar (Mid) Ward,",Insein," 095170705, 01641712, 09252066181",Yangon Region,Food
Lashio,"210, Seikkanthar St., Pathein Myay Ward,",Dawbon," 095131969, 01559806",Yangon Region,Food
Khin Myint Yi [Daw],"13/B, Kon Zay Dan St.,",Pazundaung," 09250012019, 0943095312",Yangon Region,Food
Khin Thit,"753, Baho Rd., Ward (13),",Hlaing," 01516322, 098617627",Yangon Region,Food
Keai Chwan Hen,"81,17th St.,Lower Block",Latha," 01225509, 09450049450",Yangon Region,Food
Kyaw Win [U],"876/877/878, Pan Chan Lane, Industrial Zone (2),",South Dagon, 095103986,Yangon Region,Food
"Kaung Kaung, Shal, Sa Par Hnan","243/244, Kyaing Ton St., Industrial Zone (1),",South Dagon, 01590992,Yangon Region,Food
Kaung San,"270/A, Yan Gyi Aung St., Industrial Zone,",Thaketa," 095164405, 095164800",Yangon Region,Food
Law Pan,"100, Kone Baung 1st St., Industrial Zone (7),",Hlaing Thar Yar," 095112454, 09974064065",Yangon Region,Food
Oo Oo,"12, Than Chet Wun U Myue St., Industrial Zone,",East Dagon," 012585211, 012585212",Yangon Region,Food
Kaung Thar,"47, Thu Nandar Rd., Corner of Thu Nandar 4th St.,Sa Lone Ward,",North Okkalapa ," 019699305, 09783699305",Yangon Region,Food
Nyunt Padaethar,"135, Waiza Yan Tar St., Industrial Zone,",North Okkalapa , 01703434,Yangon Region,Food
Mu [Daw],"Rm 10,17th St.,Lanmadaw Plaza",Latha," 0973029124, 0973029125",Yangon Region,Food
Maung Win [U],"77/79, Upper Pazundaung Rd., Kyi Taw Ward,",Mingalar Taung Nyunt," 01299700, 0973045175, 01290324",Yangon Region,Food
"Red Dragon Food Industry Co.,Ltd.","83/84, Yadanar Rd., Ward (8),",South Okkalapa ," 01578746, 018550357, 095133301",Yangon Region,Food
Oo Oo,"A/103-B, Gant Gaw 1st Lane, Bayint Naung Warehouses,",Mayangone," 01680315, 0973072755, 01591055 [Office], 0973072766, 0973072744",Yangon Region,Food
Moe Kaung,"19/B, Maha Swe St., Ward (13),",Hlaing," 01519775, 095106160, 095106195, 01519856, 01708574, 09793729248",Yangon Region,Food
Pyae Wa,"2326/A, Dhamar Yon St., Ward (10-South),",Thaketa, 09256402902,Yangon Region,Food
Lucky Shwe Ohe,"Rm G/96, G Flr, Nyaung Pin Lay Plaza,",Lanmadaw, 0973046631,Yangon Region,Food
Lucky Shwe Ohe,"43, 16th St.,",Lanmadaw," 0973046630, 0973046631",Yangon Region,Food
Shwe Zin Yaw,"23, Sin Hla St., Corner of Myaung Gyi St.,Galon Ward,",Ahlone," 01212013, 01223521, 095133380",Yangon Region,Food
Shwe War,"36, Zay Gyi St., Zay Gyi (West) Ward,",Kyeemyin Daing," 01511490, 0973150720",Yangon Region,Food
Sein United Trading,"C/25, Kha Yae St., Bayint Naung Warehouses,",Mayangone," 01680348, 01680708, 0973017355, 095158384",Yangon Region,Food
"Shwe Gabar, Mingalar","181/B,Bayint Naung St.,Industrial Zone",North Okkalapa ,,Yangon Region,Food
Shwe Khayan,"683, Aung Myittar St., Infront Of B.E.M.S (4), Ward (4-South),",Thaketa," 095118102, 0973039410",Yangon Region,Food
Shwe Myinn Pyan,"121, 19th St., Upper Block,",Latha," 01250926, 095153095",Yangon Region,Food
"Shwe Ou Daung, Shwe Chinthae Nyi Naung, Shwe Kyar Phoo","154/155, Hakhar St., Industrial Zone (1),",South Dagon," 095123657, 01590238, 01595157",Yangon Region,Food
Sein Myittar,"12/14, 160th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Tarmwe," 01548611, 0973054013",Yangon Region,Food
Red Dragon Food [Nagar Ni],"76, Min Gyi Maha Min Khaung St., Industrial Zone (4),",Hlaing Thar Yar," 095010525, 095133301, 01578746, 01685050, 018550357, 01685712",Yangon Region,Food
Sei Kyeik Hin,"77/89, Rm 005, 18th St., Upper Block,",Latha," 0943048072, 01250774, 01252020, 01251661, 095106685, 095179199",Yangon Region,Food
Tin Myo Oo [Daw],"5, Thiri Mon 5th St., Thiri Mon Plaza,",Mayangone," 01683447, 01686738, 09422525121",Yangon Region,Food
Tin Aung [U],"5, Hledan 4th St., Ward (3),",Kamayut, 01505370,Yangon Region,Food
Tharaphu,"42, Kanaung Min Thar Gyi St., Industrial Zone (1),",Hlaing Thar Yar," 01681537, 01516322 [Res]",Yangon Region,Food
Tharaphu,"95, De Pe` Yinn Wun Htauk U Mye` St., Industrial Zone (4),",Shwe Pyi Thar," 01516322, 01581537",Yangon Region,Food
Thawdar Linn,"688, Ayeyar 12th St., Nya Ward,",North Okkalapa ," 0930204651, 09790140929",Yangon Region,Food
"Three Rabbit, Three Tigers [Noodles]","57, U Yay Paw St., Industrial Zone (2),",Hlaing Thar Yar," 01684554, 01685836, 01681765, 01680141, 0973251354",Yangon Region,Food
Soun Nyi Naung Soun Min,"F/3-A, Ngu War St., Bayint Naung Warehouses,",Mayangone," 01680201, 095001665, 01682656",Yangon Region,Food
Sin Kyun Sein,"64, 18th St., Lower Block,",Latha," 01222390, 01226435, 01218108",Yangon Region,Food
Soun Nyi Naung Soun Min,"205, Dhama Thukha Kyaung St., Corner of Kyaung Kone 2nd St.,Ward (7),",Hlaing," 095009417, 01537030, 01511272, 09785009417",Yangon Region,Food
"Ta Han Food Industrial Co.,Ltd.","6/7, Tine Tar Min Gyi St., East Dagon Industrial Zone (2),",South Dagon," 0973185919, 095113991",Yangon Region,Food
Watt Ma,"5, Yadanar Thukha St., Kannar (Mid) Ward,",Insein," 01228346, 01641833, 0973245101, 0973150097",Yangon Region,Food
Yone Thone Kaung & Kyar Thone Kaung,"F/59-A, Sein Pan St., Bayint Naung Warehouses,",Mayangone," 01680141, 01685836 [Res], 01686674, 095104045, 09796859688, 0973251354, 01681765, 01684554",Yangon Region,Food
UK,"230, Kanaung Min Thar Gyi St., Industrial Zone (2),",Hlaing Thar Yar," 01682616, 01683045, 01700708",Yangon Region,Food
Yangon [Hnin Si],"337, 1st St.(South), Gyoh Gone (East) Ward,",Insein," 0943116000, 0973109968, 0973117026",Yangon Region,Food
Tin Oo [U],"72,17th St.,Lower Block",Latha," 01225523, 095172065, 095106239, 095077268, 0973029335",Yangon Region,Food
Tin Ohn [Daw],"10,Mya Thida St.,Kyun Taw (North) Ward",Sanchaung,,Yangon Region,Food
Chinthae Nyi Naung,"Central Hall Shed, Rm 117/118, Bogyoke Aung San Market,",Pabedan, 09260077343,Yangon Region,Apparel
Aung Nilar Kachin Traditional Store,"84, Min St., Sanchaung (South) Ward,",Sanchaung," 095077426, 0973791038",Yangon Region,Apparel
atz,"58, Hledan Rd., Ward (3),",Kamayut," 09253831057, 09975324570",Yangon Region,Apparel
Athena,"152, Yangon-Insein Rd., Ward (2),",Mayangone," 09250087936, 09795643020",Yangon Region,Apparel
Golden Triangle (100% Cotton Wear),"Rm 2175/2187, 1st Flr, Pyay Rd., Taw Win Centre,",Dagon," 095036970, 0943092564",Yangon Region,Apparel
Kham Yin [Daw] [Kachin],"Rm I-15~17, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1354, 095135140",Yangon Region,Apparel
Htet Nan Nadi,"Rm G-5/6, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 095186237, 0973237043, 0973033057",Yangon Region,Apparel
Hnin Si,"Rm K-5, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt, 0931905754,Yangon Region,Apparel
Glory,"707/A, Thamaing Butar Yon 4th St., Ward (1),",Mayangone, 09972290605,Yangon Region,Apparel
JLCC,"Bldg 32,Rm 001,1st St.,Yuzana Garden City Housing, C Block",Dagon Seikkan, 09420018469,Yangon Region,Apparel
Kham Yin [Daw] [Ka Chin],"Rm D-42/E-43, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1316, 095135140",Yangon Region,Apparel
Jay J,"186, Bogyoke Aung San Rd., Ward (5),",Shwe Pyi Thar, 09250795794,Yangon Region,Apparel
JW,"16, Kyun Taw Rd., Kyun Taw (South) Ward,",Sanchaung," 01505545, 0943168800",Yangon Region,Apparel
Gone Wint Thu,"East B Shed, Rm 577/614, Bogyoke Aung San Market,",Pabedan," 095113731, 0973328639",Yangon Region,Apparel
Mom & Sons,"Face Wing Shed, Rm 13/A, 1st Flr, Bogyoke Aung San Market,",Pabedan," 0973039878, 09450015156, 09450009408, 09450048204",Yangon Region,Apparel
Maw Shan Myay [Shan],"80, Nant Thar St., Htar Nar Ward,",Ahlone, 0973080428,Yangon Region,Apparel
Manaw Shwe Yee,"D/57, Kan Tharyar St., FMI City,",Hlaing Thar Yar," 01687093, 0943020234",Yangon Region,Apparel
Mali Majoi,"35,Pathein St.,Kyun Taw (Mid) Ward",Sanchaung,,Yangon Region,Apparel
Myanmar Weaving House,"Kan Taw Gyi Pat St., Karaweik Garden Recreation Zone,",Mingalar Taung Nyunt," 01256789, 0943083907",Yangon Region,Apparel
Khin Sein [Ma],"Rm G-14, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.1866, 09776152836, 09788199725",Yangon Region,Apparel
Maunt Cherry,"178, Thiri Myaing St., Ward (13),",Hlaing," 01516323, 09250646303, 09973507963",Yangon Region,Apparel
Mali Majoi,"52, Nyaung Tone St., Kyun Taw (South) Ward,",Sanchaung," 09795186055, 092062705",Yangon Region,Apparel
Kyar Phyu,"Food Stall Shed, Rm 70, Bogyoke Aung San Market,",Pabedan," 092029410, 0931134906",Yangon Region,Apparel
Lamin Thaw Thar,"Rm 18, Thanlyn Chin Kat Rd., 108 Taung Pagoda Shop Room, Ward (10-South),",Thaketa," 01523759, 09250149824, 095161081, 09425308315",Yangon Region,Apparel
Phoo Pwint Thaw,"Food Stall Shed, Rm 17, Bogyoke Aung San Market,",Pabedan," 0943051742, 09251031817",Yangon Region,Apparel
Hnit Lo Phwel,"862, Maha Thukhitar St., Gyoh Gone (East) Ward,",Insein, 09425302798,Yangon Region,Apparel
Pearl Pann,"East B Shed, Rm 690, Bogyoke Aung San Market,",Pabedan," 09421081500, 09420111130",Yangon Region,Apparel
Ngwe La Wun,"Rm 289/G/4, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt, 09421765037,Yangon Region,Apparel
Ngwe Hnin Phyu,"Rm K/J-44, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 01200747 Ext.7439, 0973201938, 095661339",Yangon Region,Apparel
Natt Mi Mel,"Rm 82/83, 1st Flr, San Pya Market,",Thingangyun, 09960897149,Yangon Region,Apparel
National Costume [Thiri May],"North Wing Shed, Rm 14, 1st Flr, Bogyoke Aung San Market,",Pabedan," 01384756, 095141983, 01298617 [Res]",Yangon Region,Apparel
Naing [Ko] + Lay [Ma],"261, Anawrahta Rd.,",Lanmadaw,,Yangon Region,Apparel
Pan Tusn [Kachin Traditional Shop],"New East A Shed, Rm 13/14, Bogyoke Aung San Market,",Pabedan," 09255711144, 09799911144",Yangon Region,Apparel
Myanmar Yanant,"West B Shed, Rm 24, Bogyoke Aung San Market,",Pabedan," 09450042389, 01549942 [Res]",Yangon Region,Apparel
Shwe Loon Wah,"Rm A/3,G Flr,Myay Ni Gone Plaza",Sanchaung,,Yangon Region,Apparel
Shwe Myint Moh & Myat Eaindra,"Rm 154/G/4, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt," 095109286, 09785109286",Yangon Region,Apparel
Ngwe Ann [U],"B Shed, Rm 156, Thein Gyi Market,",Pabedan," 095408668, 01248954 [Res]",Yangon Region,Apparel
Shilar Shine,"18, 155th St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Tarmwe," 0973013426, 09260111714",Yangon Region,Apparel
Saw Aung Yone,"11/D, U Ba Oh St., Ward (2),",Mayangone, 09420116990,Yangon Region,Apparel
Sandar [Ma],"2 Shed, Rm 142, New Bogyoke Aung San Market,",Pabedan," 0931121418, 09785444248",Yangon Region,Apparel
S & S Souvenir House,"1, Yan Shin St., Corner of Set Hmu 1st St.,Metarnal & Child Welfare Shop Room, Ward (5),",Yankin," 01550333, 09420088522",Yangon Region,Apparel
Pyae Pyae,"Face Wing Shed, Rm 15, 1st Flr, Bogyoke Aung San Market,",Pabedan," 095182380, 09974100224",Yangon Region,Apparel
Rakhine State Co-op Ltd.,"75, 30th St., Lower Middle Block,",Pabedan," 01246445, 01377174",Yangon Region,Apparel
Sann Yin [Daw],"Rm 136/G/2, G Flr, Mingalar Mon Market,",Mingalar Taung Nyunt," 09264592220, 0930039618",Yangon Region,Apparel
Rakhine Yoe Yar,"121, 1st Flr, 41st St.,",Botahtaung," 01240324, 095122182",Yangon Region,Apparel
Victoria,"East B Shed, Rm 678, Bogyoke Aung San Market,",Pabedan," 0973015489, 09421058277",Yangon Region,Apparel
Slivery Sky,"East A Shed, Rm 16, Bogyoke Aung San Market,",Pabedan, 095119747,Yangon Region,Apparel
Shwe Sin,"90/B, Kyauk Myaung St., Kyarr Kwet Thit Ward,",Tarmwe," 095139511, 0943083255",Yangon Region,Apparel
Shwe Than Lwin,"168, Banyar Dala Rd., Corner of Set Yon Rd. (Mill Rd.),Ma U Gone Ward,",Tarmwe," 0943155967, 0931639029, 0973096770",Yangon Region,Apparel
Shwe Yamin,"901/B, Thiri Zeyar St., Ward (7),",South Okkalapa ," 092402187, 09785936621",Yangon Region,Apparel
The Naga Gallery,"154, 37th St., Upper Middle Block,",Kyauktada," 01240726, 09973393496",Yangon Region,Apparel
Shwe Sin,"90/B, 1st Flr, Kyauk Myaung St., Kyarr Kwet Thit Ward,",Tarmwe," 095139511, 0943083255",Yangon Region,Apparel
Shwe Seik Kyaik,"20, 109th St., Mingalar Taung Nyunt Ward,",Mingalar Taung Nyunt," 09255855586, 09971888611",Yangon Region,Apparel
Shwe Shwe Yamin,"33, Nyaung Tone St., Kyun Taw (South) Ward,",Sanchaung," 09799975392, 09440322800",Yangon Region,Apparel
Yoon Shwe Yee,"East A Shed, Rm 20, Bogyoke Aung San Market,",Pabedan," 0931733660, 09420016923",Yangon Region,Apparel
Yoe Yar May,"Foodstall Shed, Rm 72, Bogyoke Aung San Market,",Pabedan, 095048297,Yangon Region,Apparel
Yoe Yar Ah Hla,"West C Shed, Rm 44, Bogyoke Aung San Market,",Pabedan," 0943074420, 0943174373",Yangon Region,Apparel
Yoe Yar,"7,Yangon-Bago Rd.,Htauk Kyant Zay Ward",Mingalardon,,Yangon Region,Apparel
Zeyar Htet,"42/A, G Flr, 9th St., Middle Block,",Lanmadaw," 01229221, 09448018111",Yangon Region,Apparel
Wine [Daw] [Chin Ma Lay],"146, Anawrahta Rd.,",Botahtaung, 09790141797,Yangon Region,Apparel
Shwe Phar Si,"Min Gyi St.,Nant Thar Gone Ward",Insein," 0930260247, 09251047368",Yangon Region,Apparel
"Performer Area Services Co.,Ltd.","Bldg 7, Rm 24/25, 1st Flr, Yangon-Insein Rd., Corner of Kyaik Waing Pagoda Rd.,Ward (3),",Mayangone," 01651134, 01663435, 01665836, 095175769, 095187939, 095187922, 0973152541",Yangon Region,Service
Chin Ma Lay,"1 Shed, Rm 43, New Bogyoke Aung San Market,",Pabedan, 095143515,Yangon Region,Apparel
Kyae Zue Taw [Grace],"121, Ahlone Rd., Corner of Min Ye Kyaw Swar Rd.,Kayin Chan Ward,",Ahlone," 0973029150, 095056359, 09254061105, 01227683",Yangon Region,Apparel
Kham Yin [Daw][Kachin],"Rm E-43,G Flr,Yuzana Plaza",Mingalar Taung Nyunt,,Yangon Region,Apparel
Kham Yin [Daw] [Kachin],"Rm J-36~38/I-36, G Flr, Yuzana Plaza,",Mingalar Taung Nyunt," 0973197220, 098619601, 018619163",Yangon Region,Apparel
Khan Yin [Daw],"Bldg 9, Rm 7, Sabei St., Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 098619601, 0973151798, 01200747 Ext.7231",Yangon Region,Apparel
Jing Phaw Mel Lay,"Central Hall Shed, Rm 94, Bogyoke Aung San Market,",Pabedan," 095071252, 09796845549, 01242637 [Res]",Yangon Region,Apparel
MIZO [Shwe Zalatt],"East B Shed, Rm 685, Bogyoke Aung San Market,",Pabedan," 095182650, 09421073774, 09250640503, 09421710010, 0973096381",Yangon Region,Apparel
Kyaw Zeyar,"64, Mingalar St., Sanchaung (North) Ward,",Sanchaung," 01510843, 0973099023",Yangon Region,Apparel
Poe Yati,"O/132, Thit Khwa 4th St., FMI City,",Hlaing Thar Yar," 0931492534, 09975288198",Yangon Region,Apparel
Textile House Myanmar,"86/B, 1st Flr, Shin Saw Pu Rd., Shin Saw Pu Ward,",Sanchaung," 01519286, 09253884184",Yangon Region,Apparel
SST,"9,Zahtila St.,Ma Hlwa Gone Htay Kywe Ward",Tarmwe," 09254385681, 0973185190",Yangon Region,Apparel
Shwe San Eain [Shan Traditional Fabric],"6, Yay Twin St., Saw Yan Paing (East) Ward,",Ahlone, 09420096965,Yangon Region,Apparel
Wah Nwe Thway,"Bldg B/2, Rm 202, 2nd Flr, Hnin Si St., Yuzana Mingalar City Housing,",Mingalar Taung Nyunt," 09254028251, 019000742, 09254127645",Yangon Region,Apparel
Zin Zin,"Rm 167, 1st Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt," 09258488541, 09401540685, 09257689866",Yangon Region,Apparel
Kayar,"621, Khay Mar Thi Rd., Za Myin Zwel Ward,",North Okkalapa ," 0932322004, 09795177010, 09454115717",Yangon Region,Apparel
Channel Nail Spa,"3/10/B, Thamaing Butar Yon 5th St., Ward (1),",Mayangone, 09795400805,Yangon Region,Beauty
Those Nails,"26/B, Rm A/4, Bo Yar Nyunt St., Yaw Min Gyi Ward,",Dagon, 09795770760,Yangon Region,Beauty
