name,street,contact,state,township,Category
Htet,"E/43-A, Ngu War St., Bayint Naung Warehouses,"," 01681362, 0949292010, 095044485",Yangon Region,Mayangone,Distribution
Kaung Mhan Hein,"A/1, Gant Gaw 3rd Lane, Bayint Naung Warehouses,"," 09421724943, 09261115528",Yangon Region,Mayangone,Distribution
Kabar Gyi,"A/69, Gant Gaw St., Bayint Naung Warehouses,"," 01680379, 095054281",Yangon Region,Mayangone,Distribution
Zeyar Theiddi,"A/82, Gant Gaw St., Bayint Naung Warehouses,"," 01704718, 0949666223, 09254714437",Yangon Region,Mayangone,Distribution
Ingyin Htike,"B/34, Kha Yae St., Bayint Naung Warehouses,"," 098515419, 09258238188, 098628402",Yangon Region,Mayangone,Distribution
Tun Lin Aung,"D/39-A, Yae Tamar St., Bayint Naung Warehouses,"," 01680432, 095030178, 01686740",Yangon Region,Mayangone,Distribution
Moe San,"E/37, Ngu War St., Bayint Naung Warehouses,"," 01680885, 0973072962, 095110742, 0973016335",Yangon Region,Mayangone,Distribution
Mitharsu,"D/43/45, Yae Tamar St., Bayint Naung Warehouses,"," 0973195803, 0973193623",Yangon Region,Mayangone,Distribution
Yadanar Aung,"C/39-A, Aung Tha Pyay St., Bayint Naung Warehouses,", 0973080071,Yangon Region,Mayangone,Distribution
Moe San,"E/37, Ngu War St., Bayint Naung Warehouses,"," 01680885, 0973016335, 095110742, 0973072962",Yangon Region,Mayangone,Distribution
Mitharsu,"D/46/47, Yae Tamar St., Bayint Naung Warehouses,"," 01683213, 01680493, 01680103, 01682275, 01512943 [Res], 095105249",Yangon Region,Mayangone,Distribution
Kyee Tan [U] + Myint Myint [Daw],"D/38, Yae Tamar St., Bayint Naung Warehouses,"," 01681026, 01680533, 01682650",Yangon Region,Mayangone,Distribution
Kyaw [U],"G/26-A, Sein Pan St., Bayint Naung Warehouses,"," 01681243, 09259999200, 09458043391",Yangon Region,Mayangone,Distribution
Kyaw Thu [U],"A/18, Gant Gaw 3rd Lane, Bayint Naung Warehouses,", 09792956485,Yangon Region,Mayangone,Distribution
"Min Ohn Phay Int'l Trading Co.,Ltd.","C/56, Aung Tha Pyay St., Bayint Naung Warehouses,"," 095024441, 09252550932",Yangon Region,Mayangone,Distribution
Pyone [Daw],"K/6, Yuzana St., Bayint Naung Warehouses,"," 01680930, 01681082",Yangon Region,Mayangone,Distribution
Nay Min,"WS/23, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01686219, 0973029622, 09964686219",Yangon Region,Mayangone,Distribution
Nat Thar,"F/32-B, Ngu War St., Bayint Naung Warehouses,"," 01683562, 095407019, 01680265, 0973222686",Yangon Region,Mayangone,Distribution
Nawarat Pwint,"B/15-B, Kha Yae St., Bayint Naung Warehouses,"," 01680252, 0949253591, 098702161",Yangon Region,Mayangone,Distribution
Myint Moh,"E/6-A, Yae Tamar St., Bayint Naung Warehouses,"," 01680040, 095018874",Yangon Region,Mayangone,Distribution
Nay Lamin,"H/4, Gant Gaw St., Bayint Naung Warehouses,"," 0973170309, 09250744380, 09798842350",Yangon Region,Mayangone,Distribution
Myint,"J/32-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 0973069225, 01683722, 09450416369",Yangon Region,Mayangone,Distribution
"Myanmar Supply Change & Marketing Services Co.,Ltd.","127, Bayint Naung Rd., Industrial Zone (4),"," 01618915, 01618916",Yangon Region,Shwe Pyi Thar,Distribution
So Pyay Win [Yangon-Myeik],"H/66-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01686323, 01686593, 0973035355",Yangon Region,Mayangone,Distribution
Shwe Pyae Sone,"A/120, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 095050233, 09420056027, 095017835, 09259290213, 09420026890, 0973211184",Yangon Region,Mayangone,Distribution
Shwe [Ko],"D/64-B, Yae Tamar St., Bayint Naung Warehouses,"," 01680017, 01226107, 095106200, 095115097, 095106300",Yangon Region,Mayangone,Distribution
Shan Yoma,"72,Aung Mingalar St.,Bolein Aung Mingalar Ward"," 095088454, 09250135414, 095109446, 095083307, 095088525, 01542184",Yangon Region,Tarmwe,Distribution
Saryay Gyi Family,"D/44, Yae Tamar St., Bayint Naung Warehouses,"," 01680485, 01683455, 09963221026, 09963221027, 09963221028",Yangon Region,Mayangone,Distribution
Sein Yadanar Phyo,"H/19-B, Yoe Gyi Chaung St., Bayint Naung Warehouses,"," 09254740210, 0973024868",Yangon Region,Mayangone,Distribution
Shwe Pyae Sone,"A/101, Gant Gaw 2nd Lane, Bayint Naung Warehouses,"," 0949285226, 0973211184",Yangon Region,Mayangone,Distribution
Shwe Ayeyar,"H/56,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone,Distribution
Thiha Soe,"H/78, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682737, 01682701, 095502302",Yangon Region,Mayangone,Distribution
Tin Soe [U],"A/38-B, Gant Gaw 3rd Lane, Bayint Naung Warehouses,", 01680938,Yangon Region,Mayangone,Distribution
Swe Swe Lin,"E/49, Ngu War St., Bayint Naung Warehouses,"," 01681005, 01681182, 01680321, 01680110, 095008956",Yangon Region,Mayangone,Distribution
Taw Win Thu,"F/31, Ngu War St., Bayint Naung Warehouses,"," 01680834, 09250496667",Yangon Region,Mayangone,Distribution
Swe Swe Lin [Ma],"E/23-B, Yae Tamar St., Bayint Naung Warehouses,"," 01681005, 09971006060, 095008956, 01681182",Yangon Region,Mayangone,Distribution
Yadanar Aung,"E/28-B, Yae Tamar St., Bayint Naung Warehouses,"," 01686037, 01680320, 01686538, 095157271",Yangon Region,Mayangone,Distribution
Tun Aung [Ko],"H/75, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095008417, 0973118988, 01530264",Yangon Region,Mayangone,Distribution
Toe [Ko] [Khayan],"241, Kyan Sit Thar St., Corner of Thamaing Butar Yon 12th St., Ward (1),"," 01686628, 0973204164, 0973242378, 095189816",Yangon Region,Mayangone,Distribution
Tun Aye [U],"G/11-A, Sein Pan St., Bayint Naung Warehouses,"," 01680531, 09250050239, 01251050, 09250789478",Yangon Region,Mayangone,Distribution
Kaung Naung,"H/68, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681598, 01682493, 095419889",Yangon Region,Mayangone,Distribution
Lwel Mut,"SH/27, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01680810, 095189607, 09798182369",Yangon Region,Mayangone,Distribution
Palaung Lay,"G/3-A, Sein Pan St., Bayint Naung Warehouses,"," 095159653, 098616613, 0949300101",Yangon Region,Mayangone,Distribution
Padaethar,"G/21, Sein Pan St., Bayint Naung Warehouses,"," 01680508, 09793680508, 01680815, 01686700",Yangon Region,Mayangone,Distribution
Kyar Kabar,"G/20, Sein Pan St., Bayint Naung Warehouses,"," 01680174, 01680743, 01682062, 01682083, 01226234, 01226477, 01225131",Yangon Region,Mayangone,Distribution
Pin Pyo Ywet Nu,"G/19-A, Sein Pan St., Bayint Naung Warehouses,"," 01680396, 01683250, 01373991, 0973195795, 0973095795, 0973095794",Yangon Region,Mayangone,Distribution
Golden Fish,"H/40-A, Padauk St., Bayint Naung Warehouses,"," 01680439, 098624612, 095120929",Yangon Region,Mayangone,Distribution
Dana Wai,"F/69, Sein Pan St., Bayint Naung Warehouses,"," 095107100, 01686332, 095211793, 01686540, 098573466, 0973066611",Yangon Region,Mayangone,Distribution
Shwe Hlaing Tun,"F/58-A, Sein Pan St., Bayint Naung Warehouses,"," 01680856, 019688719",Yangon Region,Mayangone,Distribution
Sein Saung,"G/7-A, Sein Pan St., Bayint Naung Warehouses,"," 01680530, 01224872 [Res], 09791253386",Yangon Region,Mayangone,Distribution
Sein Thein Than Wai,"G/17-A, Sein Pan St., Bayint Naung Warehouses,"," 095166763, 09252451129, 0973256842, 012300351",Yangon Region,Mayangone,Distribution
Pin Pyo Ywet Nu,"G/19-A, Sein Pan St., Bayint Naung Warehouses,"," 01680396, 01683250, 01373991, 0973195795, 0973095795, 0973095794",Yangon Region,Mayangone,Distribution
"Power Maw Shan Co.,Ltd.","G/30-B, Sein Pan St., Bayint Naung Warehouses,"," 01682395, 0943177709, 01683722 Ext.4254",Yangon Region,Mayangone,Distribution
Padaethar,"G/21, Sein Pan St., Bayint Naung Warehouses,"," 01680508, 09793680508, 01680815, 01686700",Yangon Region,Mayangone,Distribution
Shwe Pyi Tan,"F/75, Sein Pan St., Bayint Naung Warehouses,"," 01680529, 019688673, 01683063, 0973042576, 0973042581, 095121322",Yangon Region,Mayangone,Distribution
Sein,"G/28, Sein Pan St., Bayint Naung Warehouses,"," 01680895, 01528564",Yangon Region,Mayangone,Distribution
Thar Lone [U],"F/49/A, Sein Pan St., Bayint Naung Warehouses,"," 01680259, 09421075319",Yangon Region,Mayangone,Distribution
"Shwin Chang Lone Mfg Co.,Ltd.","G/2, Sein Pan St., Bayint Naung Warehouses,"," 01683177, 0973176496, 01686489",Yangon Region,Mayangone,Distribution
Palaung Lay,"G/3-A, Sein Pan St., Bayint Naung Warehouses,"," 095159653, 098616613, 0949300101",Yangon Region,Mayangone,Distribution
Sein Thone Lone,"E/20-B, Yae Tamar St., Bayint Naung Warehouses,"," 01680036, 019688640, 01225756 [Res]",Yangon Region,Mayangone,Distribution
Golden Fish,"H/40-A, Padauk St., Bayint Naung Warehouses,"," 01680439, 098624612, 095120929",Yangon Region,Mayangone,Distribution
Aung [Galon Dried Tea Leaves],"G/38-A, Sein Pan St., Bayint Naung Warehouses,"," 01680254, 095078282, 0973152911",Yangon Region,Mayangone,Distribution
Aung Zabu [Nagar Pyan],"G/71-B, Padauk St., Bayint Naung Warehouses,", 01683497,Yangon Region,Mayangone,Distribution
Bandoola,"G/18, Sein Pan St., Bayint Naung Warehouses,"," 01680742, 09254125716, 01681639, 01290601 [Res], 095157491",Yangon Region,Mayangone,Distribution
Dana Wai,"F/69, Sein Pan St., Bayint Naung Warehouses,"," 095107100, 01686332, 095211793, 01686540, 098573466, 0973066611",Yangon Region,Mayangone,Distribution
Nay Min Soe [U],"G/9-A, Sein Pan St., Bayint Naung Warehouses,"," 01680534, 0973035354, 01225063",Yangon Region,Mayangone,Distribution
Ngu Wah,"G/15-A, Sein Pan St., Bayint Naung Warehouses,"," 01681433, 098611657",Yangon Region,Mayangone,Distribution
Kyar Kabar,"G/20, Sein Pan St., Bayint Naung Warehouses,"," 01680174, 01680743, 01682062, 01682083, 01226234, 01226477, 01225131",Yangon Region,Mayangone,Distribution
Kyar Kabar,"J/3, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681539, 01682369",Yangon Region,Mayangone,Distribution
Lote Thar,"G/10,Sein Pan St.,Bayint Naung Warehouses"," 01680546, 01502496 [Res], 01534823 [Res]",Yangon Region,Mayangone,Distribution
Saung Thazin,"Ga Gyi Shed, Rm 261~270, Thiri Mingalar Market,"," 095113760, 019688630",Yangon Region,Hlaing,Distribution
Hmwe,"J/20-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682307, 01682353",Yangon Region,Mayangone,Distribution
Kar Ka [U] + Sein [Daw],"E/41, Ngu War St., Bayint Naung Warehouses,"," 01680324, 0973038889",Yangon Region,Mayangone,Distribution
Khaing Brother,"L/4, Nwe Thar Gi St., Bayint Naung Warehouses,"," 01682271, 01683013, 095502418",Yangon Region,Mayangone,Distribution
Polo,"G/8, Sein Pan St., Bayint Naung Warehouses,"," 01680167, 01246130",Yangon Region,Mayangone,Distribution
Palaung Lay,"G/3-A, Sein Pan St., Bayint Naung Warehouses,"," 095159653, 098616613, 0949300101",Yangon Region,Mayangone,Distribution
"Power Maw Shan Co.,Ltd.","G/30-B, Sein Pan St., Bayint Naung Warehouses,"," 01682395, 0943177709, 01683722 Ext.4254",Yangon Region,Mayangone,Distribution
Nilar,"G/24-B, Sein Pan St., Bayint Naung Warehouses,"," 01680864, 095025863",Yangon Region,Mayangone,Distribution
Olympic,"G/27,Sein Pan St.,Bayint Naung Warehouses"," 01680257, 01683261",Yangon Region,Mayangone,Distribution
Thurein Min,"E/40-B, Ngu War St., Bayint Naung Warehouses,"," 01680106, 01686048",Yangon Region,Mayangone,Distribution
Thar Lone [U],"F/49/A, Sein Pan St., Bayint Naung Warehouses,"," 01680259, 09421075319",Yangon Region,Mayangone,Distribution
Tet Nay Wun,"E/31-B, Yae Tamar St., Bayint Naung Warehouses,"," 01680101, 01683431, 09965007275",Yangon Region,Mayangone,Distribution
Padaethar,"G/21, Sein Pan St., Bayint Naung Warehouses,"," 01680508, 09793680508, 01680815, 01686700",Yangon Region,Mayangone,Distribution
Shwe Pyi Tan,"F/75, Sein Pan St., Bayint Naung Warehouses,"," 01680529, 019688673, 01683063, 0973042576, 0973042581, 095121322",Yangon Region,Mayangone,Distribution
Pin Pyo Ywet Nu,"G/19-A, Sein Pan St., Bayint Naung Warehouses,"," 01680396, 01683250, 01373991, 0973195795, 0973095795, 0973095794",Yangon Region,Mayangone,Distribution
Sein Thein Than Wai,"G/17-A, Sein Pan St., Bayint Naung Warehouses,"," 095166763, 09252451129, 0973256842, 012300351",Yangon Region,Mayangone,Distribution
Pearl,"G/23, Sein Pan St., Bayint Naung Warehouses,"," 01682384, 01680525, 095087187, 01223499 [Res]",Yangon Region,Mayangone,Distribution
"Shwin Chang Lone Mfg Co.,Ltd.","G/2, Sein Pan St., Bayint Naung Warehouses,"," 01683177, 0973176496, 01686489",Yangon Region,Mayangone,Distribution
Shwe Nan Taw,"J/23-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01680941, 095101580, 095151728",Yangon Region,Mayangone,Distribution
Shwe Hlaing Tun,"F/58-A, Sein Pan St., Bayint Naung Warehouses,"," 01680856, 019688719",Yangon Region,Mayangone,Distribution
Sein Saung,"G/7-A, Sein Pan St., Bayint Naung Warehouses,"," 01680530, 01224872 [Res], 09791253386",Yangon Region,Mayangone,Distribution
Yadanar Hein,"G/25-A, Sein Pan St., Bayint Naung Warehouses,"," 01680526, 095118522, 01384779 [Res]",Yangon Region,Mayangone,Distribution
Kyauk Sue,"G/6/7-B, Sein Pan St., Bayint Naung Warehouses,"," 01680532, 095004883, 01680646, 01682988, 09785006088",Yangon Region,Mayangone,Food
Kyauk Sue,"G/6/7-B, Sein Pan St., Bayint Naung Warehouses,"," 01680532, 095004883, 01680646, 01682988, 09785006088",Yangon Region,Mayangone,Food
"Power Maw Shan Co.,Ltd.","G/30-B, Sein Pan St., Bayint Naung Warehouses,"," 01682395, 0973177709, 01683722 Ext.4254, 09783682395, 0943177709 [Hot Line]",Yangon Region,Mayangone,Food
Kyauk Sue,"G/73, Padauk St., Bayint Naung Warehouses,", 01682988,Yangon Region,Mayangone,Distribution
Padathar,"21/Salain, Sein Pan St.,  Bayint Naung Warehouses,",,Yangon Region,Mayangone,Distribution
Soun Nyi Naung Soun Min,"F/3-A, Ngu War St., Bayint Naung Warehouses,"," 01680201, 095001665, 01682656",Yangon Region,Mayangone,Food
Sein United Trading,"C/25, Kha Yae St., Bayint Naung Warehouses,"," 01680348, 01680708, 0973017355, 095158384",Yangon Region,Mayangone,Food
Tin Hla [U],"A/104-B, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01682123, 01683647, 0973107567",Yangon Region,Mayangone,Equipment & Supplies
Raju & Brother [Ko Zaw Win],"E/54, Ngu War St., Bayint Naung Warehouses,"," 01680664, 01683564, 01683247, 095105864, 0973171883, 0933033041, 09260222997",Yangon Region,Mayangone,Equipment & Supplies
Super 7,"D/37, Yae Tamar St., Bayint Naung Warehouses,"," 019688904, 0973147096",Yangon Region,Mayangone,Distribution
Shwe Pyi Hein,"Nga Shed, Rm 102/103/106, Thiri Mingalar Market,"," 019688781, 095029188, 0973080384",Yangon Region,Hlaing,Distribution
Mitharsu,"43/45, Yae Tamar St., Bayint Naung Warehouses,"," 095034510, 0973195803, 095105249, 0973193623, 01683213",Yangon Region,Mayangone,Distribution
Aung San Phyo,"D/50, Yae Tamar St., Bayint Naung Warehouses,"," 01682343, 0973246687, 095144321",Yangon Region,Mayangone,Distribution
Pearl Thidar,"Nga Shed, Rm 98/99, Thiri Mingalar Market,"," 019688543, 095408240",Yangon Region,Hlaing,Distribution
Mingalar,"303/313,Rm 1/B,Kon Zay Dan St.,Upper Middle Block"," 01376972, 0973179130",Yangon Region,Pabedan,Distribution
Min Min [Ko],"58,Nat Shin Naung St.,Ward (1)"," 09448011665, 0973222638",Yangon Region,Mayangone,Distribution
Kyaw Lin,"E/48, Ngu War St., Bayint Naung Warehouses,"," 095006997, 01680323, 095104424, 095099514",Yangon Region,Mayangone,Distribution
"Hu Sein [Haji, U] & Sons","212/214, Kon Zay Dan St., Upper Middle Block,"," 01382424, 095172237, 095078686, 0943069699",Yangon Region,Pabedan,Distribution
Bo Sein [U] & Sibling,"232/234, Kon Zay Dan St., Upper Middle Block,"," 01254919, 01376658",Yangon Region,Pabedan,Distribution
"Asia Royal Bird Co.,Ltd.","B/43, Gant Gaw St., Bayint Naung Warehouses,"," 095011797, 095009419, 095004884, 01681892 [Res], 01680854",Yangon Region,Mayangone,Distribution
Hla Aye [U],"42, U San Phay St., U San Phay Ward,", 0973014348,Yangon Region,Thingangyun,Distribution
Khaing Shwe Wah,"296/298,Kon Zay Dan St.,Upper Block"," 095172519, 0973184455, 09422449559, 09422449551, 098623402",Yangon Region,Pabedan,Distribution
Awarat,"Rm B/341/343, Underground, Nyaung Pin Lay Plaza,"," 01211233 Ext.399, 09420046466",Yangon Region,Lanmadaw,Distribution
Atlas Chemical Centre [U Maung Maung],"133/135, 27th St., Upper Middle Block,"," 01252512, 01246846, 01385493, 01385473, 01376129, 01383642, 01254462, 01246845, 01254610, 01204072, 01374312, 01374615",Yangon Region,Pabedan,Distribution
Tan Bi [U] & Sons,"228, Kon Zay Dan St., Upper Middle Block,"," 01385377, 01374409, 01548646 [Res]",Yangon Region,Pabedan,Distribution
"Shwe Myanmar Investment & Commercial Co.,Ltd.","262/286,Rm 6/7,Kon Zay Dan St.,Upper Middle Block"," 01383816, 01254875, 01379763, 095112686, 09421119225",Yangon Region,Pabedan,Distribution
"Sandhi Brother Trading Co.,Ltd.","25/B/C, Pan Hlaing Golf St., Industrial Zone (1),"," 01684086, 01684087, 01685520",Yangon Region,Hlaing Thar Yar,Distribution
Shwe Wah Win,"C/57-A, Aung Tha Pyay St., Bayint Naung Warehouses,"," 01680312, 095149904, 01709805, 095150908, 09785555633, 09787777533",Yangon Region,Mayangone,Distribution
"Sandhi Brothers Trading Co.,Ltd.","238/240,1st Flr,Kon Zay Dan St.,Upper Middle Block"," 01251816, 01251817, 01253994, 01380404, 01380405, 01380406",Yangon Region,Pabedan,Distribution
Sandhi,"B/50, Gant Gaw St., Bayint Naung Warehouses,"," 01680367, 01683529",Yangon Region,Mayangone,Distribution
New Town,"321, Khattar St., Shwe Paukkan Ward (17),"," 0943131716, 09450047286",Yangon Region,North Okkalapa ,Distribution
Nyan Aye [U],"89, 56th St., Upper Block,"," 095106583, 095169296, 0943125298",Yangon Region,Pazundaung,Distribution
Myo Set & Sons [U],"59/A, 27th St., Lower Middle Block,"," 095504079, 09795425253, 09965504070, 01386531, 09250150818",Yangon Region,Pabedan,Distribution
Myat Tun [U],"H/38, Padauk St., Bayint Naung Warehouses,"," 01681154, 01681283, 095006998, 095154355",Yangon Region,Mayangone,Distribution
Y  Aung [U],"2749, Chin Dwin St., Industrial Zone(2),", 098631148,Yangon Region,South Dagon,Distribution
"Ziwaka Trading Co.,Ltd.","262/286,Rm 2,Kon Zay Dan St.,Upper Middle Block"," 01246412, 01384835, 01384093, 01243425, 01701994, 095021318, 095004982",Yangon Region,Pabedan,Distribution
Tiger,"150, Myin Wun U Aung Thu St., Industrial Zone (2),", 01684549,Yangon Region,Hlaing Thar Yar,Distribution
"Ziwaka Trading Co.,Ltd.","F/43, Sein Pan St., Bayint Naung Warehouses,"," 01680667, 01681014",Yangon Region,Mayangone,Distribution
"United Marketing Co.,Ltd.","238/240, 1st Flr, Kon Zay Dan St., Upper Middle Block,"," 01251816, 01251817, 01380405, 01380404, 01380406",Yangon Region,Pabedan,Distribution
Moe Moe [Ma],"1939, Kyan Sit Thar Rd., Ward (71),"," 0973194437, 09420090976",Yangon Region,South Dagon,Equipment & Supplies
Nan Htike San,"969, Maha Bandoola St., Ward (15),"," 0973188814, 09799767127, 09254834560",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Toe Pwar Gyi,"1239, Extension 1st St., Near Thadar Yon Bus Stop, Ward (2-North),"," 01551049, 09421022334, 09421022335",Yangon Region,Thaketa,Equipment & Supplies
Golden Fish [U Mya Soe @ U Sein Gae & Sons],"D/34-A, Aung Tha Pyay St., Bayint Naung Warehouses,"," 095175578, 095113870, 01680964, 095502392, 098526357 [Res], 095058546",Yangon Region,Mayangone,Equipment & Supplies
Kha Kha Ya Ya,"G/30-A, Sein Pan St., Bayint Naung Warehouses,", 01680523,Yangon Region,Mayangone,Equipment & Supplies
"Ariya Co.,Ltd.","95/H,Waiza Yan Tar Rd.,Ward (3)"," 09250386428, 09256223318",Yangon Region,South Okkalapa ,Food
Kyaw Zin Win,"A/32, Naung Yoe St., Bayint Naung Warehouses, Ward (1),"," 0973214956, 01686772",Yangon Region,Mayangone,Distribution
AMT [Aung Myat Thu],"I/28, Khattar St., Bayint Naung Warehouses,"," 0943007611, 0973613343, 0931215925",Yangon Region,Mayangone,Distribution
Arkar Hein,"J/37/38,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone,Distribution
Ah Kyee Ah kae,"A/40, Naung Yoe St., Bayint Naung Warehouses,"," 0973066738, 09425023175",Yangon Region,Mayangone,Distribution
999 [Htay Kywel],"H/55-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681028, 01528891, 095123499, 098620789",Yangon Region,Mayangone,Distribution
Academy,"H/51, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682904, 0973152489, 09786364392",Yangon Region,Mayangone,Distribution
Aung Min [Ko] & Brothers,"A/115, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01686244, 095111820",Yangon Region,Mayangone,Distribution
Aung Myat Kyaw,"G/53-B, Padauk St., Bayint Naung Warehouses,"," 01686449, 095020618, 01681340, 098635618, 09254192393",Yangon Region,Mayangone,Distribution
Aung Htate Tan,"A/48, Naung Yoe St., Bayint Naung Warehouses,"," 01686801, 0973067598, 095104309",Yangon Region,Mayangone,Distribution
Aung Chan Thar,"H/61-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681029, 0949287753, 01682921, 095031575",Yangon Region,Mayangone,Distribution
Aung Lan Taw,"H/60, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01683074, 01683047, 095019070",Yangon Region,Mayangone,Distribution
Arr Mhan,"H/43-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681144, 095015757, 095010110",Yangon Region,Mayangone,Distribution
Aung Bawga,"G/79-D, Padauk St., Bayint Naung Warehouses,"," 01686444, 01707117, 095021131",Yangon Region,Mayangone,Distribution
Aung Chan Thar,"WS/27/28/B/81, Kyun Shwe Wah St.,"," 01686393, 01686391, 01686394",Yangon Region,Mayangone,Distribution
Aung Bawga,"WS/30, Kyun Shwe Wah St., Bayint Naung Warehouses,", 095021131,Yangon Region,Mayangone,Distribution
Arkar Hein,"J/38-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 095188356, 0974585769, 0949253682, 09250547618",Yangon Region,Mayangone,Distribution
Aung Tet Khit,"G/1, Sein Pan St., Bayint Naung Warehouses,"," 01680125, 095010804",Yangon Region,Mayangone,Distribution
Aung Tagon,"WS/29, Kyun Shwe Wah St., Bayint Naung Warehouses,"," 01686397, 095139750, 0947130408",Yangon Region,Mayangone,Distribution
Aung Setkyar,"B/2, Naung Yoe St., Bayint Naung Warehouses,"," 01686798, 095108799, 095176171",Yangon Region,Mayangone,Distribution
Aung Tagon,"A/138-A, Khattar St., Bayint Naung Warehouses,"," 01683701, 095031286, 098583546, 01501457 [Res]",Yangon Region,Mayangone,Distribution
Aung Soe Paing,"A/131, Khattar St., Bayint Naung Warehouses,"," 01683583, 01683051",Yangon Region,Mayangone,Distribution
Aung Soe [Ko],"A/109-B, Gant Gaw 1st Lane, Bayint Naung Warehouses,", 01686133,Yangon Region,Mayangone,Distribution
Aung Setkyar,"H/25, Padauk St., Bayint Naung Warehouses,"," 01680762, 01686798, 01528937, 095108799, 095176171",Yangon Region,Mayangone,Distribution
Aung Soe Paing,"G/59-A, Padauk St., Bayint Naung Warehouses,"," 01680545, 01682293, 01683051, 095008137, 01683583",Yangon Region,Mayangone,Distribution
Aung Myat Kyaw,"G/54/B,Padauk St.,Bayint Naung Warehouses"," 01686449, 01681340, 095020618, 098635618, 09254192393",Yangon Region,Mayangone,Distribution
Aung Pann,"J/33-B, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681184, 095144699",Yangon Region,Mayangone,Distribution
Chan Thar Aung,"G/41, Padauk St., Bayint Naung Warehouses,"," 0973260260, 09785183667, 01680771, 01683123",Yangon Region,Mayangone,Distribution
Aye Kyi Thar,"G/55-B, Padauk St., Bayint Naung Warehouses,"," 01680509, 01683219, 095146995, 098583674",Yangon Region,Mayangone,Distribution
Aung Thu Soe [U],"A/147, Gant Gaw 2nd Lane, Bayint Naung Warehouses,", 09425319652,Yangon Region,Mayangone,Distribution
Aung Yadanar Tun,"G/57, Padauk St., Bayint Naung Warehouses,"," 01680232, 098613755, 095192214",Yangon Region,Mayangone,Distribution
Aung Thitsar,"J/13, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681290, 098614755",Yangon Region,Mayangone,Distribution
Aye Thukha,"A/53, Naung Yoe St., Bayint Naung Warehouses,"," 01686276, 01686277, 092002826",Yangon Region,Mayangone,Distribution
Chit Oo [U],"H/57,Ar Thaw Ka St.,Bayint Naung Warehouses",,Yangon Region,Mayangone,Distribution
Champion [Seik Kaung Kyi Lin],"D/13, Aung Tha Pyay St., Bayint Naung Warehouses,"," 0973077711, 095095095, 01682844, 01682928, 01686212, 01682944, 0943334111, 0943334222",Yangon Region,Mayangone,Distribution
Aung Tin,"B/123, Kyun Shwe Wah St., Bayint Naung Warehouses,", 01541244,Yangon Region,Mayangone,Distribution
Aung Thiri,"I/29-B, Khattar St., Bayint Naung Warehouses,"," 01686237, 0973154916, 09970281607",Yangon Region,Mayangone,Distribution
Htoo Thit,"J/25-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01681940, 0973017466, 09254009040",Yangon Region,Mayangone,Distribution
Hla Myo [U],"F/62-B, Sein Pan St., Bayint Naung Warehouses,"," 01528610, 095117347",Yangon Region,Mayangone,Distribution
Htoo Htoo Sann,"A/35, Naung Yoe St., Bayint Naung Warehouses,"," 01686763, 0973048860, 095011077",Yangon Region,Mayangone,Distribution
Eden,"A/108-A, Gant Gaw 1st Lane, Bayint Naung Warehouses,"," 01681903, 0973052981, 095110707",Yangon Region,Mayangone,Distribution
Htoo,"I/20, Khattar St., Bayint Naung Warehouses,", 01680503,Yangon Region,Mayangone,Distribution
Htoo Pyae Sone,"J/17, Ar Thaw Ka St., Bayint Naung Warehouses,"," 09783683411, 09783686379, 09785888825, 09785888823, 09265888825, 09265888823",Yangon Region,Mayangone,Distribution
Htoo Kae,"K/14, Yuzana St., Bayint Naung Warehouses,"," 01681221, 09785076229, 0973236346",Yangon Region,Mayangone,Distribution
CSW,"J/27-A, Ar Thaw Ka St., Bayint Naung Warehouses,"," 01682798, 019688619, 095142849, 095012575",Yangon Region,Mayangone,Distribution
Chue,"G/44-A, Padauk St., Bayint Naung Warehouses,"," 01681236, 095177709, 01683479, 095112304, 0973218856, 0931765554",Yangon Region,Mayangone,Distribution
